字段,标题1
"At this price 11.35 $ buy, buy, and buy more. Wonderful line!",
a very nice picturehttp://bit.ly/2Hw9kWI1st to 10th place in the AMD processor,
They keep releasing more and more articles today reporting the supposed flaws... Whether they are true are not they are becoming more damaging...,
"""AMD's Downtrend Will Soon End""Past experience since 2017 makes it clears. Good products, customer announcements(unless its Google / Amazon / Facebook ) will not effect AMD stock price. Only two things will1) BuyOut2) 1st Qtr Revenue > $1750m and guidance of > $2000m for 2nd QtrStock price will remain sideways till then.",
amd is great for long chip business is good and amd 7nm chip is god no wonder the security teams work with intel to show amd weakness,
"ha, if you can intercept the hardware, why does it have to be AMD to be vulnerable? I'm pretty sure I can create exploit for INTC or any processor if I have control over the BIOS, it doesnt matter who or what made the CPU if the BIOS is compromised.",
"Intel used to have all kinds of BIOS security issues.  And its strange, too, that Intel employs 10,000 people in Israel, where is where this dubious and  research came from. It only gave 24 hours notice to AMD, and the shady research company already had colluded with Viceroy which in 2 hours released some news emphatically mentioning that AMD was worth $0.0We all know Intel is desperate because it is losing huge CPU market share, it does not have high-end GPU technology, and because of the latter it completely lacks a hybrid HSA compliant CPU/GPU processor architecture, which AMD calls APUs, and Intel lacks too an Infinity Fabric to linearly scaling chips when combined in MCMs.. Intel is back to its backstabbing and unethical behaviors, like when it used to pay AMD customers to not buy AMD products, and all the well known fake-news Intel likes to inject into the news media.. Like when before its high-end GPU project folded/failed, it used to pump huge amounts of news saying that with its new Intel GPU AMD and NVIDIA were dead, which caused AMD and NVIDIA stock to go down significantly, but it ended that Intel Larrabbee project failed miserably and Intel had to go and beg NVIDIA for their integrated GPU technology/licensing and not it has to beg AMD for its Vega GPUs, which AMD APUs with Vega completely obliterate any Intel integrated gpu chips.http://bit.ly/2tLKDnb",
"You folks don't seem to understand what these vulnerabilities means for AMD and its revenue. In a nut shell this just rule them out of any government, corporate and server farm use.The vulnerabilities results in a easy to use pre-made vector for state actors to pre-compromise your servers. All they need to do is intercept your gear, install malware and you will never know. And lets say they can't intercept. It's also not difficult for someone to be bribed in the IT team to do the work. And the risk is so low for the IT person because how many infosec teams knows how to figure out something like this happened? Think now about what this means for average joe buying a new computer or a new CPU to install. Your underpaid local computer store (or someone at the online store) can now install spyware that your antivirus cannot find. And because these sort of things eventually gets packaged into easy to use script kiddies solutions, that could easily happen. And if you already got one of the affected CPUs, do you trust now sending your computer in for repairs?The Intel bugs are pointless in comparison. The persistent nature of the firmware you can load into the security processor in this vulnerability is way way way worse.",
tape tells all and acts terrible ryzen was supposed the greatest ever obviously not. If they really have superior products market will know quickly.,
"Chris,AMD's downtrend may soon end.just hope it doesn't end as in a fall ending,when you hit the ground!!!am looking for a further fall so i can buy thejan 2020 LEAPS($20 and $25) real cheap.AMD will bloom when and if they can PERFORM!!!",
This is a balanced take. there are people who doubt the credibility of CTS-group itself. Why was the given response time so short- on industrial time scale it would like a millisecond- what's the thespian hurry and non-disclosure of the clients all about?,
Security bugs will always come. What is important is how AMD responds.You don't see Microsoft going bankrupt with new vulnerabilities found every few days.,
The downtrend ends when firms like G$ decide to stop being short and pulls a 180 and go long...,
"Chris, this stock is coming from $3 less than two years ago. It has dramatically appreciated. I don’t see a downtrend here.",
Intel CPUs of had the same vulnerability since the icore line of products have come out but nobody is paid it any attention,
"Fast response, Chris, this is a good article. This is definitely a hit and run job to manipulate the stock which didn't work out. I agree with your view AMD downtrend is over. Last week a buyout rumor surfaced and today vulnerabilities issue was on the news flash. This is a proof someone or some force is behind the Amd stock movement. They are trying to maximize the profit when Epyc adoption rate and Ryzen sales figure are released in Q1 ER. It is happening a month before the ER. Should we expect 18+ soon?",
intel is going to play more dirty they hire amd raja top,
I think it's good to point out the probability of recent 'fake news'. However this does not make AMD perform LONG. Right now AMD isn't even on 2007 performance levels (financial).,
"From what I'm reading the threats are real, though difficult to achieve externally, they are quite easy internally with the right access. The biggest concern my techies are whispering is that if a system is compromised there is no easy fix, rollback, system restore, or anything that can be done. Furthermore, one would have to suspect the system is compromised, as the threats operate outside the realm of detection. An example would be, Mike from IT was acting weird and suspicious before he suddenly quit yesterday. Since we can't tell if he did any funny business on our AMD machines let's take some precautionary measures. Oh wait, nevermind, anything malicious done won't be fixed by anything we can do. Seems like we should just buy new AMD servers/workstations. That's the only solution at the moment. Or maybe we just get Intel machines, at least we can roll those back, apply patches, and detect funny business. Yeah, that seems like the better solution. Let's do it. Someone call maintenance to throw out these AMD machines. And get me an Intel rep on the line. We'll need overnight shipping too.Generally, that's the concern at the moment from two folks I know in this space that manage large systems. They don't have AMD systems/solutions but AMD has been a topic of discussion in their meetings as of late. It's a CTO's nightmare scenario. Undetectable infected systems that can be compromised by any of the dozens of folks with the access to get it done. Imagine a financial institution employee deploying this mess while on the job as a respected and valued member of the senior IT team. Then he leaves on good terms, citing early retirement and family as reasons for leaving. Moves to, I dunno, Cuba, or any non-extradition country and does whatever cybercriminals do with access to banking servers.I know AMD only had less than 24 hours notice but they better get out ahead of this quickly as there are folks out there thanking God they took the wait and see approach to AMD tech. Folks holding out to make a decision between more Intel or pickup some AMD will now be dissuaded from AMD for the time being.Sucks to be an AMD long these days. I really like their tech but what a concerted attack if I ever saw one. Reuters: unusually high shorts leading up to CTS and Viceroy reports today. I'm reluctant to even jump in on the swing trades, which I've been hoping for since last week. Might have to just call it a day on AMD.",
"Ok.. I’ll admit it.. I went long on AMD. Yes.. a true and blue NVDA fan, fought many rounds with the AMD fan base over the years.",
"Intel was notified by Google months ahead of time of the the Meltdown and Spectre flaws, and Intel didn't do anything about it, and stock still went up. AMD should go ahead and CTS and whoever are behind this, I'm sure Intel has something to do with it. Intel knows they're loosing server market shares to AMD, they had to do something to make AMD look bad.",
"""AMD looks set to reward patient investors""   We will see ... have been waiting since Jan 2017.  But thank you for a heads up.",
There is a whole lot of fishy going on with AMD's stock. The SEC should investigate.,
"I agree with you Chris, it's a ""Hit Job indeed!"" I speculate that back when AMD reported it's new ZEN architecture back in late 2015. Someone has been manipulating the market in order to keep AMD's stock prices in the toilet.With the success of AMD's new Raven Ridge APU's. The Ryzen 2200G and 2400G have allowed consumer's to build new gaming and workstation pc's without needing to buy an overpriced graphics card. The new apu's were released last month on February 12th and are selling at an alarming rate!It's not a coincidence that this new & unknown company called CTS Labs based in Israel have reported this news exactly 1 month after the successful launch of Raven Ridge. Coincidence? I smell a scam! 🤔🤔🤔",
"AMD is a badly manipulated stock, but we can use this to our advantage.  I've been selling cash-secured puts when the price drops (and maybe a synthetic by buying the cheap call to ensure I'm assigned the shares), and selling calls or equity collars when the price tops out and is manipulated down again.  I also use the SMH as a hedge or supplement.  They should rename the stock symbol ""ATM"", because done properly, this stock can be a cash machine while waiting for the real stock price rise to happen.Disclosure:  long of AMD via equity shares.  No position in SMH, but may initiate one at any time.",
"Mr. Lau, you're sure quick these days to keep on AMD. But let's just call this latest set of  'security flaws' what it really is... just a scam, either to scare off AMD customers or to suppress share price.Its a bunch of Malarky, or Fake News! Take your pick.",
I was getting tired of reading about the ghost illuminati chupacabras coming after AMD but there is seriously something wrong here. No other company would be so unfairly and harshly treated like this. Intel gets months notice  so their CEO can dump stock while AMD gets 24 hrs from some scrub ass nobodys to respond. Botched  hit job if I've ever seen one. Wont sell a single share.,
"I'll buy and hold AMD at around $10. They make really good CPU, but unfortunately, people support INTEL instead.",
I am requesting every long to place a gtc order of $40 per share so that their shares can not be borrowed for short selling. They use your shares to screw you.,
"AMD might unjustly be beaten up by shorts/manipulation, but so what? The market doesn't ""owe"" AMD anything. Looks like 2018 will be very similar to 2017. You can trade AMD from ~$10-$15. If it falls below $9, get out. So many good names to buy (INTC /AMBA /NVDA / MU/ SWKS)There's no way to value AMD or try to understand the fundamental catalyst (the markets are proving this).   Also, SA members are way too obsessed with AMD (it's not that great of a company, sorry). The names I mentioned above will generate a far greater return this year (happy to re-revisit this comment). #LongAMD (trading)#LongINTC #LongAMBA (trading) Cheers!",
"Will add more on the dip, and AMD is ahead of the game while Intel is playing the game. I know AMD has a hard time catching up with NVDA, but AMD is near the game... and AMD isn't $250 per share. AMD should be worth $25 by EOY if the next two earnings prove it is ahead of the game! LONG AMD!",
"I welcome these kind of FUD by (possibly) Intel and dubious Wall Street friends and see this mid and long term positive, a clear indication that Intel is afraid, unable to counter with proper R&D. Sad to see media forwarding unchecked ""news"" for click baits. Time to clean up both dirty tricks by media and ""Out""Tel.",
"Thank you for the article. Longs will be rewarded extremely well but patience is virtue here. Amidst too much of manipulation, fake news and extremely biased negativity spread to help shorts it may have a short term pressure.",
"""Reports of vulnerabilities on AMD's EPYC and Ryzen chips are unfair."" Seeing as the firm that called out these so called flaws are refusing to list their client is shady to say the least. This is other a smoke screen or distraction from the stock manipulation of AMD or a distraction from Intel's obvious flawed architecture.",AMD's Downtrend Will Soon End
"Thank you for this insight. As I followed XONE since their IPO, and continually see over promise and under deliver on profitability each quarter, I’ve wondered about the underlying factor that contributes to the undershoot, and restricts profits. I thought it was increasing R&D cost - investment in the future. Now you’ve clarified that all three cost factors are dragging on revenue growth to not only restrict profits, but are increasing losses over time. I finally sold what remains of my holding after last ER. Too much for me - they were originally supposed to make one penny - but they lost again. Out of control on cost management.",
"This is really well done.  Thank you for this analysis.  I've been disappointed by some other purely GAAP analysis of trends on ExOne and Vjet since they are so new and doing so much R&D that it might be pre-mature for a straight line trend analysis, but this really digs deeper and raises some troubling questions.I did not see comment about the recent discontinuation of a product line and the write-offs? Is this a sign of better focus?I've seen a bunch of new material announcements also.  Not really encouraging for focus.I think this analysis get's to the heart of the matter.  I have not been too concerned about past profit performance, but you're making a very good case that the trend is not good excuses for the past withstanding and the idea that ExOne is continuing to spread too thin is very compelling.",ExOne: Worth Keeping Your Eye On If Costs Can Be Reduced
"I’m waiting anxiously for their presentation for their in EASL this year. As I commented in S/A elsewhere the academic community as of last month were unacquainted with its findings because of lack of publication in peer reviewed journals. Quite a few years back I attended an EASL meeting in Europe where ICPT presented their findings in Rx of their success in treating NASH. The stock price rose to over $ 500 per share. For several years I kicked myself for not buying any. But I never fully understood why obeticholic acid could actually “cure” NASH since there are multiple conditions that are known precursors of NASH and it was unlikely an extracellular molecule could have that kind of impact on an intercellular event to that degree. After a few deaths, it’s now clear O/A is only good for some cases of PBC and PSC. Now ICPT is back to $ 50-60’s. When MDGL first presented it’s findings recently I thought to myself is history repeating itself ? Over the years I found the best financial advice one could get is to actually attend the scientific national meetings here in US or Europe. Talking to the presenters actually give more insight than listening to financial analysts. Of course if they knew I’m only an investor probably they’ll just ignore me. Having an MD degree probably open some doors. I’ll continue to do due diligence by attending scientific meetings whenever papers are presented of interest to me",
"No position here, but amazed at the volatility today. Was reading StockTwits comments for a clue and came across a reference to NGM Bio (private) and its results published yesterday in The Lancet. Poster claimed NGM has superior results in NASH. Anyone here able to confirm or deny this? Thanks.",
"Was trying to find a logical reason for the fall. Couldn’t find anywhere, mad when it doesn’t even need a logical one. It’s all a bloody game",
Thanks for the summary.Be interested in your perspective on VKTG in comparison with Madrigal,Madrigal Pharmaceuticals: Well-Funded To Fill An Unmet Need
"Well lets see in the smaller outlet mall near us there is a huge nike store, an adidas store, a puma store, a skechers store, a new balance store, a DSW, a famous footwear, a new shoe palace, a converse, and a vans. That is ten shoe stores selling sneakers. Plus a rack room, a naturalizer, a cole haan, and a clarks which might sell some sneakers. Sounds like competition. Tiny foot lockers are about 1,500 square feet, the nike store is 10,000+ and the skechers, DSX, converse, shoe place and adidas are all also considerable larger. You are in dream land hope you are not investing real money.",
I go to Malls in las vegas where i can observe things with my eyes and then use my 30 years experience as a full time trader and financial author to make investment decisions. Beware,
Sounds like you don’t follow the industry much. No point in arguing with misinformed people.,
"Their stores are tiny and have to compete with huge Nike stores everywhere. Same problem that SIG is having today. Huge online competition, mall competition, competition from outlets. Find a company in a worse competition position, maybe Hertz?",
"Problems with the brand mix. Too much Nike dependency. Adidas is catching up fast and has 2 under the top 10 selling footwear products. Also no Asia presence. The Adidas report today revealed that if Chinese consumers would only spend half as much as U.S. consumers on sportswear, the total global market would expand by a factor of 16.Think about that one.",
"No turnaround, they should cut the div and try to develop their online biz as fast as they can. Mall traffic is plunging.",
Blockbuster video rental is also in really deep value territory,Foot Locker Is In Deep Value Territory
"I doubt Starbucks dies or anything like that, but their self inflicted wounds will likely be hard to heal at this point. It may keep under-performing others or something, maybe.Between the insanely overpriced ripoff ""milkshakes"" aka 30 oz of milk and 2oz of espresso in their so-called lattes, their loyalty change then denial it was dilutionary, the CEO's poorly timed immigration over American unemployeds jab, and the full iced up drinks... they really inflicted a lot of damage unnecessarily to the brand.Greed... heh.",
Starbucks may break 60/share resistance any day?  Maybe today: a sunny Friday.,
"Well if you go to Starbucks in big cities like Shanghai or Beijing, I bet you’ll change your mind. They charge MORE for everything they sell, and the traffic is crazy. That’s why the second roastery is in Shanghai.Yes there are competitions like tea or copycats, but pricing power and branding intangibles are clearly pretty strong.Why all in China? The Chinese are willing to spend even more than people in the US, and their economy is still growing fast. If they keep the healthy growing rate in China for 10 years, which has very little doubt IMO because they have no real competitors  there today, you will find the recent price dirt-cheap.",
Starbucks is a buy and hold forever stock.  I will be scaling in at $54/share.,
"I agree with Maks F.S. Starbucks is more than just a place to buy coffee. I have made friends while I was L.A., N.Y. and now in the Philadelphia area of N.J. While I only buy coffee, no specialty drinks, a Venti (large) is $2.83. While I could walk across the street to Wawa (an upgraded 7/11) and buy a large cup waste water they call coffee, for about $2.05. I will take Starbucks.",
I really enjoyed reading this article. Great work,
"""Share buybacks ... have misdirected investors""",
"Sorry, could not get past the opening paragraph.  Stock buybacks are a bad thing???",
"Michael, thank you for the piece. You presented some great points. I have owned the stock for a number of years now and have not seen much growth in terms of capital growth. However, they have raised my dividend 25% on average each year, which is one of the main reasons I own the stock. Based on the slowdown in the US same-store sales, it is tough for the company to command the 25+ P/E valuation the stock has commanded for a number of years, but I do believe the metric is coming more in line with expectations as it gets below 20. I do think China will have a HUGE impact going forward regardless of the politic issues. I do believe the Roasteries impact will be felt as more and more of those locations open. In one day, though its vary early, the roasteries have been making double what a traditional store makes in an average week. The roasteries will have an impact in revenues and will obviously have high margins based on the reserve items they sell. As I mentioned, it is still early, but I am looking forward to see the impact of them and the continued growth in China. Long SBUX for the time being. All the best, Big Ticket!",
"Some food for thought on same store..Does that include Teavana stores?  If so, they were shut down and well, the average purchase at Teavana was likely $40 or more.Personally, I spend about $150 to $200 a month at Starbucks and have been increasing since downsizing my office.   My local starbucks has always been packed and ANY day I am there, I see the same 5 to 10 people any time I am there. (customers, not employees).While I cannot speak for valuation as I am not caught up on the latest financials, it was quite helpful getting to know the employees in my area over the past 6 months to a year and getting their take on the business.The Starbucks brand is worth billions alone and is in many people's cases, a small ""daily luxury"" that is easily attainable.Starbucks is about the ""Starbucks Experience"", not about the coffee itself.  this was a topic in the book ""The Starbucks Experience"".... http://amzn.to/2FEEJ8B",
"Are you also buying GOOS puts? GOOS shares are priced so high, just like their coats. It seems like GOOS stock is also very seasonal, with many probably chasing after it as the weather gets colder and winter approaches, and many are likely to start dumping it as the weather starts warming up in the US.",
"Eh, I don't know.  I see growing sales.  I see growing earnings.  I see fat margins.  I see high returns on capital.  I see growing dividends.I think I'll sit on my stake for awhile.Dave",
"A few questions, please, author. 1)  Is the same-store comp chart for US-based locations only, or does the chart include China locations?  If the latter, it would be useful to see a chart of  China comps alone, to see if China comps are ascending.  Even if sales volume in China is less than USA volume, this could change in future as China’s economy grows. 2) Will the new rules (FASB) affect ALL companies in SBUX’s sector equally?  Perhaps SBUX will continue to look better than many of its peers.3)  You “see much better value in other names in food and beverage”.  Care to mention those better names? I’d like to estimate the likely yield on cost of their dividends (income being a principal criterion for me).",
2% comps is hardly a collapse in same-store sales. That kind of sensationalism is usually reserved for the Motley Fool.,
"Agree with all the other comments here on interpretation of FASB ASC842.  The change will debit assets and credit liabilities.  As for Starbucks in China, the locations I’ve been to in and around Shanghai have been top notch, great experience.  The menu is definitely tweaked for the culture.  Drip coffee is an American (North and South American) phenomenon.  In Asia Starbucks doesn’t even serve Pike’s Place Roast...it is all espresso, tea and cold fusion drinks.  Culturally appropriate snacks and pastries too.  Prices are still at a premium and people pay for it.  China growth potential is real. Brand is strong.",
"You are not correctly interpreting FASB ASC842. Yes, Starbucks will have to recognize a large amount of operating lease liability on its balance sheet, but it will gain a large offsetting ""right-of-use"" asset - it's not going to suddenly wipe out shareholder equity. There will be an impact to the Net Debt to EBITDA ratio, but given the relative lack of leverage this is a not going to significantly impact borrowing availability. To me, the key questions on Starbucks are 1) do you buy into the long-term potential in China and 2) do you believe in the menu innovation they are delivering in a highly competitive restaurant environment?",
"This is peculiar. The Chinese tend to drink tea rather than coffee, and they scarcely deign to import it from the U.S. Is there a more natural market for a U.S.-based coffee company, which by necessity must import most of its product?Coffee doesn't grow much in the U.S. except for a small quantity in Hawaii.",
"Fact of the matter is that Starbucks has lots of competition in China from both other foreign sources and China's own coffee companies.  There is an amazing choice of very classy coffee shops in China's first, second and third tier cities.  Starbucks has no intellectual property protection, no moat, nothing whatsoever.",
"""The Financial Accounting Standards Board (""FASB""), which sets GAAP rules under which U.S. public companies must file SEC reporting, is making waves with FASB ASC 842. This will bring operating leases onto the balance sheet for fiscal years taking place after December 15, 2018 (Starbucks fiscal 2019). In Starbucks' case, this will deflate currently overstated shareholder equity, making it more apparent of the overall debt load the firm holds. At the end of Q1 2018, Starbucks had $8,614mm in operating lease obligations. Current $5,752mm of positive shareholder equity will likely go negative next year.""I believe this is completely incorrect. FASB ASC 842, will not require recognition of liability against the equity.  Under ASC Topic 842, the asset is referred toas a right-of-use (ROU) asset. It represents the lessee’s right to use an asset over theterm of the lease.So the other side is not a debit to equity but debit to right to use asset. http://bit.ly/2p9Rx0JSo equity will remain the same.",
"When someone says ""Starbucks has held up despite a collapse in same store sales"" in an environment where few hospitality providers are growing that tell me a lot.",
I sold my SBUX last summer because I concluded the China carried too much risk,
Management seems very optimistic but I haven’t seen any growth to justify the valuation for a few years.,"Starbucks: Heightened Leverage, All-In Bet On China Tastes Sour"
"Evaluating Netflix based on its financials instead of its subscriber growth has been a failed investment strategy since Netflix started to have original content in 2014. Will you be right sometime? Perhaps. But, you've missed out on almost 4 years of spectacular growth.",
"> Traditional valuation metrics don't apply: as of this writing, their current PE is 225, while their forward PE is 76.These NEVER apply. I continue to be amazed at how innumerate the world is, but I should be thankful because it's how I make so much money. P/E is not a signal for future investment returns. Period.",
"the ultimate new Netflix series will be titled""the collapse of Netflix"".",
"Sounds like Year 2000 on steroids.Plenty of competition......IMO, it's a commodity company.",It's A Numbers Game: Netflix Has Great Growth But Burns A Ton Of Cash
"Great article, I have purchased some shares in REA about a year ago, up 30% since then and waiting for another opportunity to enter as it is trading at premium price at the moment..Cheers",Global Insights: Australia's REA Group Vs. Domain
Looks like the China sugar daddy money is coming to recapitalize,
"FYI.   GE looking to sell its LTC business.  Chances are, in my opinion, GE will actually have to write a really big check to get another insurer to assume such policy liabilities.  The value of the block is negative.Worth noting is that GE hasn’t sold any new LTC business in years but retains the excess risk on reinsurance and much of that was written on the same exact policies on Genworth books today.   It is important to understand, that GE Capital, with all of its sophistication from the legacy of Jack Welch, under-reserved its LTC block by $50,000 per policy.  (Readers can do the math here and step into the shoes of state insurance regulators and think about the Genworth shortfall if it is anywhere near $50k per policy on a fraction of the 1.3 million policies on Genworth books.   Even if there is a shortfall of  just $10k per policy on 500k policies, the number is about $5 BILLION.   Penn Treaty shortfalls were more like $30k per policy.)QUOTING BELOW////////////////////May 22 (Reuters) - General Electric Co is working with investment bankers to find ways to shed its insurance business, which has caused it to book hefty charges while sparking shareholder lawsuits and an investigation by U.S. regulators, people familiar with the matter said on Tuesday.The move comes after GE announced in January it would take a $6.2 billion after-tax charge and set aside a further $15 billion in reserves to help cover liabilities in insurance operations held by its GE Capital unit, mainly concerning long-term care (LTC) policies.While GE's insurance operations have stopped generating new business, existing contracts managed to maturity in a process known as run-off have become a major financial burden for the U.S industrial conglomerate.GE is hoping investment firms which specialize in acquiring run-off insurance businesses could buy some of the assets, the sources said. While GE is focused on shedding its troubled LTC business, it is open to divesting other insurance assets, including structured settlements and other life and disability products, the sources added.The sources, who asked not to be identified because the matter is confidential, cautioned that no deal is certain given the liabilities that GE faces in its insurance business. A GE spokeswoman declined to comment.GE spun out much of its insurance business in 2004 into Genworth Financial, itself currently attempting a sale to China Oceanwide Holdings Group Co for $2.7 billion. That deal has been held up by the Committee on Foreign Investment in the United States, a U.S. national security panel.GE said in January a review of its remaining insurance portfolio showed 300,000 policies needed $15 billion more in reserves to cover potential payouts, or about $50,000 per policy, on top of the charge it took as part of its fourth-quarter earnings. It subsequently disclosed the U.S. Securities and Exchange Commission (SEC) had begun probing how it handled its insurance obligations.",
"Clearly, the CFIUS review has been challenging, but management must have confidence in the mitigation plans and the discussions to date with CFIUS to refile again with an immediate 45-day review. Interesting.",
http://bit.ly/2JnfCc6,
They refiled again..,
I believe they refiled again as part of the March 27th announcement.,
Calendar days to my knowledge,
Is CFIUS decision 75 days or business days? we just passed 75 days from Feb.6,
"Another 8 days and we find out more.Recent events January 2nd,  Delaware acknowledged pricing GLIC disparityFebuary 6th, earnings call.   Confirmation around Delaware pricing disparity, also states they feel that they pretty much have NY, main concern was around security, meaning they probably need CFIUS signoff before their approvalFebuary 6th - confirmed that CFIUS was refiled, following that 10k acknowledges it was done in FebMarcy 27th, deadline extended from April 1 - July 1.  Setting this timeline, they are probably midway through the investigation stage with CFIUS,  Roughly 4 months since Delaware notice around disparity in valuation April 13th - Shelf filing. Which could mean a whole lot of different things, it was also noted they were looking for ways to reduce debt consummate merger, possibly an IPO filing for US MI.  Which could be in the backup, and merger planLast week notice of earnings call on May 2nd ..   Now the waiting game",
Maybe we would benefit if they let MI go into runoff.  The dividends to the parent associated with this(from excess capital) may match the debt maturity schedule and therefore avoid prepayment penalties.,
The following link is not good for the mortgage insurance business.  MGIC cutting prices as the industry may be facing monetary tightening.https://seekingalpha.c...,
"Here is China’s response to Trump’s: (software translation from Chinese): A spokesman for the Ministry of Commerce said: ""We note the U.S. statement on the Sino-US economic and trade issues, China's position has been very clear, we do not want to play, but not afraid to fight a trade war."" We will watch the action of the US side.If the US side ignores China and the international community and insists on unilateralism and trade protectionism, the Chinese side will be willing to fight it at any cost, and must take a new comprehensive response and resolutely defend the interests of the country and the people. The Sino-US economic and trade conflict was provoked by the United States, which is essentially a provocation to global multilateralism, US protectionism and global free trade. China will continue to expand reform and opening-up, safeguard the multilateral trading system and promote the liberalization and facilitation of global trade and investment.",
"DragonIt might help to look at the structure of CFIUS, how it operates under the Treasury and who are the sitting members of the committee.   This is a very political agency with political appointees and not professional government civil servants in charge.  All of their decisions are political.As far a Trump goes, I personally think he has little understanding of Trade issues and will do a lot of damage to international relations.   He got elected and the Republican party controls the government. .  Nothing is going to change this overnight other than a drastic action by the special prosecutor.   I think the damage has been done with tariffs and trade and won't be unwound anytime soon.  Genworth is caught in the middle.",
"Rick, I am a Chinese American investor who grew up in China and currently live in between two countries. I never promise or guarantee anything, I give opinions and make bet that may win or lose.  Trump is someone you can take his words for anything, he may not even know what number 100 billion means. It would not surprise me if he one day even threatens with nuke war or something more crazy... unfortunately he has a lot Americans’ ears.",
"Anbang’s problem is that it has never been clear where this company come from and who is behind this humongous company that come out of nowhere in 10 years. Now as the CEO is put on trial, it unearth a lot mysteries, corruptions.  Ocieanwide is totally a legitimate Chinese family controlled company that has 30 years history,  it has listings/subsidiary in both HONG Kong and mainland stock exchanges. Ownership structure is very transparent.",
"CFIUS is not a court, it does not have capability and intention to set a legal example for future cases, all cases should be handled individually based on circumstances not based on previous decisions. Simply put CFIUS is supposed to be a gatekeeper for foreign acquisition that may hurt US security. Unfortunately, this agency is currently being used for political agenda. Having said that, I still believe the approval may happen for the same reason it has been delayed: political reason not security reason. US and China are barking each other now not to fight but to negotiate, this GNW/OC may end up getting approved to show US is still rational in dealing with China. Of course It does not surprise me law journal article put a legal spin on anything.",
"DragonI think the point of the law journal article is that the Genworth case is likely going to set a precedent far into the future for how data privacy matters are handled in future buyouts of US companies by countries not bound by US HIPPA law.This means that CFIUS is going to be exceedingly careful how the Genworth case is handled.  They don't want to set a precedent that binds them to a policy they can't live with.Trumps antics are not helping.  He might end up destroying trade.  This ought to be a big concern for US residents, but his politicking has apparently put voters and his supporters to sleep.   Genworth would be the first time a Chinese domiciled company has ever acquired a US life insurer.  Anbang tried to buy up Iowa based F&G Life and its CEO apparently is now being held in a Chinese jail which doesn't help",
"Nothing new in the article. If CFIUS still has the kind of Cold War mindset, then nothing involving China will be approved. US will simply step into isolationism with less relevancy in a fast globalizing world.",
FYINational Law Review commentary on Genworth and CFIUS.  Seems to be a key case in how data privacy merger obstacles will be handled in the future and even more reason why a decision could be many months away.http://bit.ly/2GASuFT,
"rick the diference between you and me is that I put my money to support what I beleive and you dont,thanks anyway",
"dienteSince you have a consistent track record of refusing to beleive unfavorable information on RAD it is really odd that you would have any interests in pursuing the facts today.There is no basis to think that if I knew the answer on CFIUS and provided it with absolute verification that you would even acknowledge its veracity.   Anybody who tells you they know how this CFIUS process is going or is either lying or deluded.   All that is known is that it hasn't been approved and/or hasn't crossed Trumps desk for final rejection.  In the meantime neither party wants to call it quits because they could be sued for not negotiating in good faith, so it continues.  Perhaps it is at the face saving stage now.   Good thing you never believe anything I say about GNW, so you are left to your own state of apparent hopeless confusion, just like Mr. Cooke.",
so you think they are wasting their and our time refilling?has no sense I think they need time only,
"dienteI didn't say it was ""on track"" at all.  All I said is they extended the deadline.  Nobody seems to know if they have a good or bad chance with CFIUS but considering this is the 4th refile, it is obvious that the process has not been smooth.  It seems to me that GNW recently had a dispute with the NY regulators and probably not going to be able to fix the issue unless Oceanwide writes a check for another $300 M.  (The details are explained in GLIC-NY filings with the NY regulator.)  Delaware apparently hasn't even scheduled a hearing, so it might stil be hung up there.It is pretty clear though that the holding company did not have sufficient cash to access to pay back debt due in May so they had to borrow another $450 M of some fairly high priced money hoping that it is enough to tide them over in case the Oceanwide deal closes at a later date.   Too bad that McInerney sucked in so many investors.",
"For the first time I agree with you rick,the merger is still on track and in my opinion with more chances to go through,",
"GNW merger with Oceanwide is not ""pretty much dead ""as Allen Cooke claims.Deal has been extended to July 1 to get CFIUS and other regulator approval.  Allen Cooke has no clue.http://tinyurl.com/yd3...",
"FYIIn May of 2015, Fortune rated the 5 MOST OVERRATED CEOs.    McInerney of GNW was 2nd on the list.All of the other 4 are no longer in their jobs  McInerney still is.http://for.tn/2FToYyZ",
"I wonder how many people would continue to defend Genworth's CEO after seeing the ratings on GLIC. If they have information which would contradict those findings, I'd like to see it. No one wants to see GLIC fold, but the CEO is working hard on it. Should the ratings improve, I'd be more than happy to change my outlook as well!",
HoopsThanks for your input.  My guess is that you find it easier to shoot the messenger than to fall on your sword defending the CEO of Genworth and the mess he created by plunging into LTC when all the other major insurers selling the product were running away from it.   Most tried to sell the LTC business and found that they would have to pay somebody to take it.   And Genworth kept selling more and digging a bigger hole.,
whats behind the price action today?,
