字段,标题1
"Jon--I agree with you and with Ohsoyo. There are certain things which run in cycles--clothing and Christmas season gifts.  Jon has clearly identified this with respect to Victoria's Secret.  On the other hand, the consumer can be very fickle and like one store's selection last year and completely boycott it this year as Ohsoyo points out.Every company periodically will make mistakes.  It is how they correct them and move forward which is important.  VS made some mistakes.  It appears to be working hard to get the company back on track.  I believe that LB is a good brand which will come roaring back within the next year or so.  It is a good time to open or to add to a position.  Remember that LB's primary product is romance--something which never goes out of style.  How it is manifested periodically changes.Long LBJust a thought or two.",
"As much as I think there is an upside in LB, I disagree with your analysis. Past results are not a measure of future growth.It doesn't matter if it grew 7 years in a row from July through November.What matters is the business and its fundamentals in their current state. No one can deny that inventory is high and margins are low. I do belive this will change either after management changes or after the company creates a new product/line/category at VS that sets them apart. They've done it in the past and I think the important thing is they are trying to invest in people so they can repeat it in the future. Regardless, always happy to read and learn about LB so thanks for the article!",The Victoria's Secret Fashion Show Rally
CNI was a great buy in the low 70s. Great company in a reliable industry and undervalued at the time.,
"Based on info from their respective web sites, CP has approximately 1 employee per mile of track.  CN has about 1.2  employees per mile.  I would have thout a larger road would be more efficient than a smaller one.",
I have been an investor in CNI since it first went public in 1995.  Needless to say I have always been happy with this investment with a future that looks promising.,
"Fuel expense, CN has a Fuel surcharge so rising prices are recoverable.CN locomotives have Smart Start and shutdown to save fuel when not pulling, much like some cars do at stoplights, trains do that too when waiting for other trains in sidings. CN also uses a computer program called Trip Optimizer which minimizes Fuel Burn enroute analogous to Autopilot, it knows the tonnage, track profile and knows when to apply the power. The new tier 3 and 4 locos are more fuel efficient and older locos are stored, sold orr retired. The addition of sidings, yard extensions and double track will also save fuel as trains wont have to stop as frequently. CN has the Least grade to cross over the Rockies than any other railway.",
tuut tuut! all aboard!,
"""The International Energy Agency said earlier this month it expects crude-by-rail shipments to more than double over the next two years as a lack of pipeline capacity forces Canadian producers to look to alternatives.""Source:business.financialpost.com/...",Canadian National Railway Is Regaining Momentum
"Good product, but it’s a luxury item. Not excited about those in this market.",
"I love their speakers/system and have been using them since 2009. It’s a shame they decided to get rid of the dedicated remote, that’s still running today w/o a glitch... I’ll probably ditch the entire system once it goes. But investing in them I am concerned about the potential for another GoPro - they have millions of products in millions of households and no eco-system leverage. They need paid services on top of the platform. Until then....",
"Donovan,  I gave more weight to your article than others and got  200 shares of SONO at the IPO price. I was wondering ""after the fact"", how you felt about IPO information service IPO Boutique indicating that the Sonos IPO was 'multiple-times oversubscribed'?  I'm just curious that it priced $2 below the range and yet they said it was oversubscribe. Just would like your professional view.  Thanks, Bill",
Priced below range at $15...,
"Thanks Donovan. Timely for the IPO and for bringing us coverage of Sonos. Perhaps you can keep French brand Devialet in your radar; better still if you could advise how we can invest in it in the private market. I believe if Devialet and Sonos were put in the same room (I think that would be an injustice to Devialet IMO), Sonos would very quickly be relegated to history, purely from the perspective of sonic performance and technology.",
Will you assume a similar scenario in this stock as with Spotify? @donovanjones,
"i read that as soros, investing in the end of the world.ps sonos is a really great whole home system.",
"Sonos has a great product and was first into the wireless speakers realm.  However, they have not demonstrated they can market or make a profit.   Love the product (expensive) but not the company.",
"What exactly is the story here?  We are a small fish in a massively growing pond with deep-pocket competitors, like Sony, Amazon and Apple, but damn it, people like us?  Good luck.",
“Shareholders selling into an IPO” pretty much says it all.,Strong Investor Interest In $250 Million Sonos IPO
"I will be curious to see in three month's time whether George Soros held, increased, or decreased his position (his 6/30 filing just came out and it showed he had significantly increased stake in NXPI)",
This name is going higher but needing some time for the shareholder base to turn over,
"Greedy nxp investors (speculators) who bashed QCOM by the way, are now confronted with the likely scenario that QCom will rise towards $90 maybe $100 while nxp will struggle and fall back to a justified level of $60-$70. Still they try to convince that nxp is undervalued while it is grossly overvalued.",
"Thanks for your analysis and hope for better valuation going forward. I ended up owning lot of NXPI over this year hoping the merger would take place. Now, I have lot of losses to deal with. I do need to sell some to reduce overall exposure on my portfolio from this single stock. What do you suggest as exit plan: I have been thinking of covered calls and/or selling short as the stock spikes above $100 or should I just wait it out.",
"I'm about 6 mo into investing, and still teaching myself, so forgive my ignorance, but I'd love some feedback. I see a lot of people saying that share buybacks shouldn't raise the price of the stock, but by that logic, isn't that also saying that diluting shares to raise funds also shouldn't lower the price of the stock? Money in the bank vs. stock owned is just a difference in accounting seems to be the logic, right? In all the examples of dilution I've seen, it always lowers the share value. Am I missing something?",
How you come the valuation of nxpi / Mobileye before bought and Infineon?,
If its really undervalued and cheap (as the top mgmt says to justify share buy back) and if their future is bright (as many analysts claim) should there not be some significant insider buying? That would really be walking the talk.,
did nxpi get a merger termination payment from QCOM? gotta love cramer when he touts a stock his charitable trust has or had. nice article sir glta rr,
It is just the opposite: NXP is grossly overvalued as a standalone company.,
"Don’t forget that with this valuation, NXPI is an attractive takeover candidate for someone like Broadcom or private equity who don’t have the baggage Qcom does. 30% premium can be easily achieved from this price. Broadcom is the king of management and cost saving and it can put this company on a very profitable path. With Tan’s influence, getting financing is no problem",
"It is undervalued but I think some investors are not in a hurry to buy it, especially when it missed a few quarters",
"Sorry, perhaps not completely clear. Market cap should increase when excess cash is returned to shareholders as debt is cheaper than equity.",
"Thank you for your article with some good perspectives. I don’t follow that market cap remains the same. The market cap (or market equity value) is simply equal to market enterprise value (EV) minus NET debt (so debt minus cash). Excess cash will go to shareholders anyhow they wisely promised. Actually EV has to be recalculated as 2 years of progress and share price reaction is missing. So interesting share and I am long. EV is equal to net present value of future cash flows and buying your own shares won’t change that number. Less cash will change that number so market cap will decrease and I suspect all analysts will understand that and include that in their DCF calculations. There is excess borrowing capacity so no doubt that also EV can increase some because of reaching optimal debt capacity whatever that % will be. Both CEO and CFO keep on stressing that they have excess cash and that will distribute this ASAP to shareholders. So good news and the 2 billion USD is also extra in the pocket. My analysis:Top line growth is not okay. Margins are okay. Market is very okay. And market position is very very okay. That alone should deserve a higher P/E than they have now.So execution is key now and Mr Market needs to see top-line growth in core segments while keeping their margins because that is what dominant players should do.I see more positives than negatives so I am in. And yes, analyst show and execution will be key triggers. If they keep their leadership position in automotive they deserve a much higher p/e multiple.",
"In the tech field, I wouldn't understate the importance of a company knowing how to sell its vision to Wall Street and how to generate shareholder value beyond just plugging away at operations. Maybe its a cultural thing but NXPI doesn't seem to have a shareholder value culture in their higher ranks. They also strike me as a company that's lucked its way into producing the right products at the right time rather than having a specific vision about the future of tech that they are pursuing. That said, the company represents growth at a reasonable price which is a hard characteristic to find in any stock these days. Most people should have space for a GARP stock or two in their portfolio. I'm long NXP but have a much bigger position in QCOM. I can see QCOM accelerating their pace of innovation a lot more over the next five years than NXP which at best may grow at a modestly faster pace than present. QCOM has rested on its laurels for much too long but the company is still capable of awesome things.",
"NXPI is first choice in the semiconductor sector right now. I'm already overweight chips, or I would certainly be adding NXPI now. I sold after the QCOM takeover attempt.",
Is Tesla coming back to NXPI for its technology?,
MU announced buyback did not have yet a good impact on the share.,
"IMHO, there are two reasons for holding the price down. The first issue is management. They were ready to cash out and expected to be retired a year ago. It is unlikely that they have been preparing for the near/mid/long-term as a stand-alone company. The CEO, on CNBC, seemed very tired to me.  The second issue applies to NXPI and lots of other companies - takeovers are on hold.  Is China simply going to squash all M&A as a tool in its trade war with USA? This will eventually get solved, but I don't think anything solves the management issue (other than new management).",
Cheap @131xPE,
Apple needs to buy NXP and add to there autonomous vehicle program. Just saying :),
"Thaks for the article, but regarding the buyback, you can't assume that the valuation should remain completely unchanged after spending a large amount of cash to buy back shares.  In the end a dollar is a dollar.  Any inherent valuation calculation should at least assume that after spending $5b of cash to buy back and retire shares, the valuation should somehow reflect $5b less in assets on their balance sheet.  Just subtracting $5b from market cap might be too simplistic, but still it'd be more accurate IMO than no change at all.",
Definitely something to consider.,
For those NXP stock owners that thought $127/share wasn't enough - your not going to see that price again anytime soon.  But I agree with the general premise that this stock should go up from where it is currently.  They still have a great business model and in good financial shape.  The buyback will help the stock price too.  I just bought some shares as well.,
Excellent review and breakdown. Much thanks!,
"I think one added risk always has to be accounted for (by a discount to the perceived fair value of the company) when the acquisition of a company fails, particularly if it's not due to fault of the buyer... whether it's due to the target company or to government forces: The company cannot be bought or is more difficult to buy, and therefore is not as liquid an asset, as was originally thought.Compared to peers where this risk has not (yet) been exposed, the danger is emphasized, hence the exaggerated-appearing discount to fair value you see today.",
"For this reason I am Long NXPI. However, I am too exposed in the stock, as are probably a lot of investors, since they knew this prior to the failed buyout. That being said, I'll be up on this position by year end",
"So why does NXPI not jump in Right Now and spend their Buyback Funds and buy at $95? Is it because they think they will be able to buy shares lower than $95 or they do not want to drive up the share price? At this point nobody I know wants to own NXPI (and I am a NXPI Shareholder). This 2 year wait has exhausted investor patience and NXPI should jump in and be buying, but the share Volume (Mon. July 30 and Tues. July 31) does not reflect a major share repurchase program underway. In fact NXPI is showing a tendency to stall at $95. Look at QCOM shares this morning and the Volume. QCOM is Up $2.50 to $64.50 on almost 9 million shares in the first 90 minutes and the QCOM Daily Average is 9.7 million shares. Clearly somebody QCOM maybe, is buying above normal numbers of QCOM shares. NXPI is not displaying that, in fact it is displaying pitiful volume for a Management that has the ability to Buyback 15% of the Company on a moment’s notice. I am starting to think NXPI Management has “a deer in the headlights” mentality at this moment and is shell shocked and afraid to do anything. They need to jump into the fight and do something rather than to appear impotent. JMHO and I am an NXPI Shareholder.",
"Revenues not growing, no killer ip, failed deal , whats to buy ?",
"""Whatever you believe the proper market cap is for NXPI, the share price should increase by about 17% if the company buys back 14.5% of its shares at $100""That is incorrect because they will have less cash/more debt on the balance sheet in order to execute that buyback. By the exact amount they buyback.While the math is not that simple, remaining owners will enjoy a ~15% increase in percentage ownership of the company. So if future results are good, they can benefit.",
Don't you have to reduce the market cap by the amount of cash spent on the buyback?,
"@Vas Research Thanks for the time you put in writing this up. Unfortunately, this seems like it's mostly a review of where things stand at this point, as opposed to a projection of where they're headed. I realize I'm saying something like, ""Unfortunately you wrote this article, when I'd have liked to see THAT article"". Not particularly constructive feedback, I know. And I can always go write my own damn article, I guess.NXPI has historically traded at a discount to its semiconductor peers. I believe the reason for this discount is that NXP has grown more slowly than its peers. The key question, to me, is a) should there be a discount? and b) if so, what is the correct discount? I think we need to hear from someone with a bearish perspective on NXPI to get the answer to that.The gap in valuation between NXP and it's peers has widened since October 2016. But maybe it was valued too high two years ago, and now it's being valued correctly. I doubt it, but I am uncertain.It looks to me like NXPI has the highest free cash flow per share among it's peer group. It's operating margin appears to be in line with that of other analog semiconductor manufacturers. If it can demonstrate earnings growth, or even present a plan for earnings growth at the upcoming Analyst Day, it could make an argument to present and potential shareholders that it should be valued more closely to its peers.Buying back shares will increase earnings per share, but won't impact actual earnings or free cash flow. To do that, they're going to have to reduce costs or grow the top line. Now that ZTE is purchasing components again, maybe NXP will have an opportunity to show an increase in revenues when it reports Q3 earnings in late October.",
I Agree. I just initiated a position in this stock this morning.,NXPI Is 'Significantly Undervalued' After Qualcomm Merger Fails
"Very informative article and discussion. Thanks.What are people's thoughts on Baozun, BZUN? It's called the ""Shopify of China"", except they cater to large corporations (mostly American)  and SHOP does small business here in the USA.",
"I always afraid of buying counterfeit products in Taobao. Now(Year2018), i don't even have to worry too much about counterfeits in Taobao because everything selling in PingDuoDuo are all counterfeit products (included pampers, noodles, tissue paper .... etc.  Everything). Good luck for those who hold PingDuoDuo shares.  PingDuoDuo is a one night stand shares . It will not become Costco, Disney nor Amazon.com at all. Goods that are sold in PingDuoDuo platform in terms of Product Quality not even comparable to Dollar Tree. Their quality are worse than a piece of Sxxx!",
"Don't own PDD, but the death spiral has already started.From CNBC website........China to investigate online discounter Pinduoduo over reports of counterfeit goods, IP infringementswww.cnbc.com/...",
"CDR’s (Chinese Depository Receipts) took a bad turn when China (Gov’t) tried to lower the offering price of Xiaomi just before they went public.  What was to be the first CDR with a dual listing in Hong Kong ended up going to Hong Kong only.  The Chinese have warned against a market bubble especially for tech stocks whether that’s actually the fact.  The Chinese are looking to lower the price of the initial offering of CDR’s so that Chinese investors can invest at a discount to what a CDR trades for on the US markets or other markets.  What seemed like a great way to offer the big Chinese tech titans to the Chinese investor now looks like a play by the Chinese Gov’t to control the price of these Chinese tech titans if and/or when they list in China as a CDR.  It’s not a free market in China and if you invest in Chinese stocks thinking it is a free market then be careful.  It now appears that the Chinese Gov’t is looking to control CDR’s and to slowly squeeze the listings on the International exchanges so that eventually all Chinese companies are listed and controlled by the Chinese.  Allowing the big IPO’s to list internationally allows the Chinese companies to raise capital from the international markets, but eventually they want to bring them home to reap the long term rewards for the Chinese people.  That’s why the requirements to list a CDR only allow a handful of Chinese companies to qualify.  Think Baba, JD, Baidu, Tencent etc.  The Chinese Gov’t doesn’t want the riskier Chinese listings.  Genius!  Float the IPO’s to ignorant Westerners and bring them home once they are established and consistently profitable Chinese companies.  I don’t have the answers on how to invest in Chinese stocks but beware of companies who offer CDR’s.  At least initially it appears a CDR listing may put downward pressure on a Chinese stock.  It’s just a way for the big tech titans to become State owned.  The biggest buyer of CDR’s will be the Chinese Gov’t.",
"The author clearly knows what he is talking about. He deserves much more follower.Just want to clarify one point :The purpose of CDR is to direct huge amount of private capital to China’s high tech firms.China’s national goal is to replace US as number one in the world, in technology, in economy, and in military.Step #1 is to conquer the high tech area, thus “2025 Smart Manufacturing”. This is the war Trump is fighting, our own survival.CDR is coming, because it’s national policy.",
"Do not buy Chinese stocks, 99% of them are fraud, I bought at least 3 stocks, 100% of them were fraud, you can't even sue them! no not buy!!!",
"Yes, agreed. It seems too highly valued and has fallen since the IPO. I have gotten involved with other Chinese Tech Stocks but this one seemed a step too far.",
"No doubt the IPO was a huge success. However, as a very very young tech-powered company, PDD needs to do a lot better in its PR/IR management. The recent backlash in social media of PDD is not gonna help for the stock price. The current price still seems a bit high. Maybe waiting one quarter or two to see how numbers play out will give us a better idea of how the company is doing. On a different note, I do not want to underestimate the purchasing power of tier 3 or 4 cities. China is expanding with the pace which has never been seen before. An uptick in the consumer spending of these cities will echo such a pace for sure.",
Thanks for your insight from Shanghai.,
How much of Tencents holdings was sold on the IPO?  I have a feeling it was their exit.,
There are some really good Chinese ADRs but this is not one of them,
"Absolutely correct, with a mind blowing 60Bil valuation right out of the gate I would AVOID THIS STOCK LIKE THE PLAGUE",Pinduoduo: Another Chinese E-Commerce Firm To Bite The Dust
after the pop...thanks for nothing...  already long anyway,
"Excellent company, and well-timed article.Your comments on valuation may well need an update after the 21% jump in the stock price yesterday.",What's Next? How About Some Trex
"How can you compare P/S of PDD with Jd's ? Are you sure  you know how JD revenue is composed?  JD's rev has lots of in house merchants sales included , and PDD and Baba is more like e-mall platform, their revenue comes from the service fee and adv.    The comparison of PDD with JD 's revenue is total wrong. Plus, you might ignore the fact that  there is 13 times amount bid for PDD's IPO amount asked",Pinduoduo: Keeping It Simple
Dont underestimate Orilissa guys.. Huge market there. Already seeing commercial on TV now.,
"The article mentions Upa and Risa as pipeline pluses, But at the same time indicate that they would be used for some of the same indications that are currently Humira  strong points for sales. My question ?? Would their future success cannibalize Humira sales and negate some of the speculative Billions of sales projections ?? Essentially competing with ones self ???",
At mid $60’s,
"Over priced.  Best they have to offer is sideways movement for the next 10 to 48 months. But I think it is due for a ""correction"" , then more sideways action.",
"James OwensYou only told the history and positive part of the story. How about a little balance?Perhaps in 5 years ABBV will develop a drug or drugs that can even outperform their current revenues, however now the HUMIRA concentration risk got riskier due to EU and USA biosimililar drugs being welcomed as an alternative to HUMIRA. And the movement to the elimination of rebates to middlemen which keep drug prices high. Middlemen rebates are akin to ""kickbacks"" and harm the public so they feel at the FDA (Dr. Scott Gottlieb). Also you failed to mention ABBV's high debt (72%).Also lawsuits against the company AndroGel, class actions (4,000 potential lawsuits) and Class action activity against ABBV re: a rigged tender offer.The high dividend is not guaranteed and may fall due to the line item expense.Also what about the failed management policies. Stemcentrx (Rova-T)was a $5.8 billion bust, Shire Pharmaceutical takeover was a failure costing ABBV $1.5 billion in break up fee..There are several analyst downgrades, notably BAC Merrill Lynch lowered target to $105.",
The div is strong and growing.  35% div increase in April / 50% increase in the last year and just about doubled in the last 3 years.  Long and adding.,
"3 articles in a row...future is shaky...no pain,no gain...and now undervalued/strong....... everyone has an opinion. At least the dividend is stable...",
"Long ABBV. However, a very volatile investment.",AbbVie: Undervalued And Strong Growth On The Horizon
Curious as to why you cal Mr. Klingle a criminal?  Gentile I understand!,
"Regarding MintBroker's trading in shares of Avalon, New Concept and Mer Telemanagement Ford said: ""It's wildly inappropriate for anyone to suggest this trading activity is in any way improper.""""He (Gentile) was buying and selling shares of these companies on the open market like any other trader trading any other stock,"" Ford said.finance.yahoo.com/...----------Later he pretended he was going to take control but then changed his mind.Gentile told Bloomberg.com on Tuesday that his intention was to take control of Avalon, and not to hatch a pump-and-dump scheme. “We were going to try to do a hostile takeover of the company,” he said.www.bloomberg.com/...",
"Hey guys. My games are options and value equity investing. I dabble a bit in shorting, but I don't make any money doing it. I pick 85-90% winners shorting, but sum total is a loss. Shows what a tough game it is.That said, I couldn't pass up shorting this after-hours Friday at 17. My thinking was ""I don't care if it goes to 170. Eventually it will be back under $3."" It went up to 36 pre-market Monday before going down near $3. But here's the thing: My broker has a forced close-out scheduled for Thursday...SEC rules because they can't locate a borrow. Fine. I won. BUT...what if it was 170? Then I'm forced to exit a position that I was going to hold until $3, and it would be a staggering realized loss. So unless I'm missing something, this would have to be a ""one and done"" type of trade. Can't make that trade again if I'm allowed to enter the position but have little control of the exit.Thoughts?",
look at this tweet !!! from gentilehe told folks to short today under 5 1m$NSYS Add more short at $9.054Reply2Retweet2 Like,
"Form 4 info reported by MintBroker International contained an interesting typo on it- go back to July 27th (Friday) and you will see that they reported that they BOUGHT 192,340 shares at a weighted average price of $15.50.  Then today, five days later, they disclosed that these shares were SOLD at that price, not bought.Keep in mind that Friday's regular session high was only $11.21 a share, so much if not all of the sale had to occur during Friday's after hours session.Was the disclosure of the sale that was reported initially as a buy done so intentionally?  I'll leave that for others to decide.  I feel sorry for anyone who thought MintBroker was really buying more shares at $15+ and jumped in at/near the top as a result.It would be very interesting to know how MintBroker ended up doing on this trade. The knee-jerk response is to assume that they made a killing, and the shares sold at $15+ seem to suggest that.  But that was only about 10% of their position.  Assuming they were fairly aggressive buyers Tuesday, Wednesday, Thursday and Friday (when there was lots of volume being reported and the stock was going up sharply), it is possible that they didn't really make nearly as much as many would think.",
No one believes the bs about hostile takeover. Cover story from a con man,
"You nailed it but AWX assets are worth more than $2 more like $5-8 at minimumThey own 2 Golf courses,  A 3 star Hotel The Avalon Inn with excellent reviews,  Their corporate HQ and the waste business The assets of the Golf Courses and Hotel are undervalued at $2https://www.avalongcc.com/",
"MintBroker’s filing is obviously a scam.   Claiming 1.922 million shares ownership of an entity with 3.8 million shares outstanding is preposterous.   But it did its “job,” of falsely creating an impression that suddenly MintBroker had 50%+ economic control of AWX.  (Stupidly, these MintBroker scamsters didn’t notice, themselves, the super voting stock owned by CEO Ron Klingle.)  Someone needs to go to jail, but they won’t, unless they also  happen to be stupid enough to live in the U.S.",
Evidence is mounting that long delays at SA posting articles make them near useless for trading,
Much less than a week or two. AWX is already closing in on it's prior valuation. Bottomed at $3.30 today. A 2 handle will get it off the radar and back to normalcy.,Avalon Holdings' Unwarranted Gains Will Reverse Shortly
Thank you,
It’s a buy yes or no at the prices wow,
Thoughts on Q3 anyone?,
"It should be pointed out that Gear inherited some really awful hedges from Steppe in this transaction. I think it's still a net positive deal, but I suspect we won't see notable cash flow increases for a bit.",
Are you still long HFIR?,
"This had been an overall top performer for me, and I'm planning on buying the recent big dip.  Is anybody seeing some thing out there to indicate holding off. New acquisition going south perhaps?",
Somebody shook the tree with two hands today.,
"Q2 results didn’t appear to be too bad, so what goes?  Down ~9% today. Is this the case of the general market sentiment on the commodity?",
Thank you for your tireless efforts! I am in this for the long haul.,
Not thrilled with Q2 results,
@HFIR what is the reason they “assume zero value for the acreage in the Bakken?”,
The WCS discount hasnt narrowed down it seems: Canada's oil price discount rises to widest gap since 2013,
"HFIR, what would you consider affair price for GXE ??",
My 3rd largest holding is $BTE based on following @HFIR articles over the last 4 months.,
$CPG sucked for me!  Held it for a year & lost a little money.  I just sold & upped my position in $CVE which seems like it has potential to throw off a ton of FCF if oil prices stay at this level.,
I would rather buy more CVE than start a position in CPG.,
"Both CVE and CPG looks good. If oil does move above $80, both stocks should double? CVE heavy oil and CPG light? But probably most energy stocks should double with oil above $80 and stay above. Hopefully sentiment changes for the better.",
Isn’t CPG better?,
"Long Gear, like the acquisition, sitting on a double, and looking forward to more appreciation.",
I have been watching this for a while waiting to pull the trigger waiting for a pullback any suggestions,
"Hope you are right. Usually you are. However, I would of preferred this announcement post earnings release",Gear Energy Acquires Steppe Resources - An Accretive Acquisition
"If Express Scripts can knock ABBV down 3% like it did today, then what's the next shoe to drop?",
When do we reach the point where cost becomes a factor?  Abbvie has been an abuser of it's exclusivity in Humira with it's pricing.  Trump is a disruptor.,
"GARP. Man I hate acronyms. Didn't see it once in the actual article sadly. Lots of CAGR's though, whatever that means.",
So far the bios have not proven that they have the same efficacy as Humira,
"u nailed itgiven the effectiveness and name recognition, Humira may have a moat around it . not sure the biosimilars, once available in large scale, will have the draw Humira does.",
Love your comment about Andrew Left. The guy is a serial short seller who tries to manipulate the market to his advantage.,AbbVie Offers GARP As Consensus Forecast For Humira Is Too Pessimistic
just received 8/1/2018 via GuruFocus = Guru Trades Related to Your Portfolios:Symbol	Company	Guru	Date	Action	Impact	Price Range	Change	SharesABBVAbbVie Inc	John Hussman2018-06-30	Buy	0.62%	$89.78 - $106.23	New Buy	25000MRKMerck & Co Inc	John Hussman2018-06-30	Buy	0.57%	$53.27 - $62.59	New Buy	35000BIIBBiogen Inc	John Hussman2018-06-30	Reduce	-0.38%	$257.52 - $306.91	-50.00%	5000www.gurufocus.com/...,
I am not a fan of AbbVie. Humira it too big. When the slide starts end of this year....cannot see newer products filling the hole.,
"ABBV cap 150b, div% 4.16%, peg 1.35,  pe 21.8, fwd pe 10.3, short 2.04%""Humira, the company's powerhouse immunology drug, currently accounts for around two thirds of the AbbVie's overall revenue""Seems risky, and reminds me of GILD situation in 2015 that kept sliding for 2 years from $120 to mid $60, while most SA contributors were dismissing all the risks, big money selling, shorting, talk about one trick show, and expecting any day huge reversal based on metrics like low p/e.",
"long $(ABBV) great company, news.abbvie.com/...",
"Still over priced.  Investors have been too ""forward looking"" on this one.   Sideways, at best, for 10 to 48 months.    But who am I?",
Thanks for writing.,
Got big position at $88.70,
"Well presented counter to a recent, strident short advocate. Makes a market.","AbbVie: No Pain, No Gain"
"also have also been long DNR for a few years... crazy beta on the stock... no takeaway issues on their production, and some exposure to LLS pricing are other positives for the company...",
I hope the author is correct.  I've been holding DNR since early 2016 and have a nice gain.  I'd be thrilled if this thing can run up to $12 per share (or more hopefully).,
"The article references DNR's 2ndQ numbers:""Revenue in the second quarter was $321.00 million, beating by $13.89 million, or 20.2 percent. Earnings per share was $0.12, a hefty beat of $0.05.""Perhaps you were referring to 1stQ?  DNR is set to report 2ndQ on 8/7/18:PLANO, Texas, July 27, 2018 (GLOBE NEWSWIRE) -- Denbury Resources Inc. (NYSE:DNR) (“Denbury” or the “Company”) will host a conference call to review and discuss second quarter 2018 financial and operating results on Tuesday, August 7, 2018 at 10:00 A.M. (Central). The Company plans to issue its financial and operating results prior to the market opening on the same day. Individuals who would like to participate should dial the applicable dial-in number listed below ten minutes before the scheduled start time.What: Denbury Resources Second Quarter 2018 Results Conference CallDate: Tuesday, August 7, 2018Time: 10:00 A.M. (Central) / 11:00 A.M. (Eastern)Dial-in numbers: 800.230.1093 (domestic) and 612.332.0226 (international)Conference ID number: 426560",3 Catalysts That Should Continue To Drive Denbury Resources Up
"Great article, Kevin. What happens now that Cresco bought Orgin House????",
"Hi Kevin, Do you have any thoughts about the announced merger with Cresco Labs?I only own a small amount so I'm just going to keep holding, but I was surprised that Origin House would agree to it so early and was also hoping for a higher premium.",
"@Jonathan5922 Right on and I like your roster a lot though I dumped APH, not wanting to be anywhere near self profiteering over caring for shareholders at best, and thieving at worst.  Also dumped Liberty which was for me was the baby with the residual smell of the bath water....for now.Besides, why mess with Liberty and VIc at its helm when you have Curaleaf, Trulieve, Acreage, etc  available?",
"Hey Kevin, hey guys,I've got a theory I'd like to shoot around.  With so many macro catalysts happening in the cannabis space,  you'd think these stocks would be flying upward.  But with market softness they are not.  If the Farm Bill, Sessions stepping down, added licenses being granted in the U.S. by additional States, or any other catalyst happened before Oct. 17th we'd see these stocks soaring.  But instead we are not.My theory is, hold tight.  Don't sell if you've invested in best of breed Cannabis companies.  Wait for an even bigger bottom before buying back in again... and don't invest too much as another bottom can approach.Come Q2/Q3 numbers of 2019, I believe this whole sector will be rebounding at least 50% from today's levels.  Analysts, institutional money and a large portion of big money investors are going to want to see solid numbers before buying in.  They've said this all along.  As the earnings reports continue to show substantial growth, more and more money will be coming into the sector.  If  you think we've seen FOMO in the past, we may see it just the same if not higher.These are not broken companies just broken stocks.  I'm riding it out cause I'm going to ride it right back up the ladder as well.  Even if it's a small gain in one year's time or four years time, it's still a gain.  And if you're not in a ROTH, after a year you save on capital gain taxes when you sell the gains.  This is my plan as I know if you've invested wisely in best of breed companies, you're going to be fine in the long run.My best in breed holdings largest holdings are ACB, ITHUF, LHSIF, SNNVF, and ORHOF.  Smaller investments are in APHA (after the short sellers release), CNTTF, HYYDF, LXRP, OGRMF. TGIFF. VFFIF.Looking forward to any thoughts on this.  Thanks!",
"@Kevin Jackson Bumps!  That's what they all need and with the China/USA tariff war in abeyance, we may just get some good ones next week.:-)m",
"@Kevin Jackson I agree with your understanding on Canna royalty and Sunniva.  Do you see any opportunity for Isodiol, now that the hemp farming bill looks like it will pass?Thanks,m",
"What was wrong with the quarter?  People expected greater revenues?  Dispensary count was disappointing?   Nothing?  A cannabis company going down 6-7% after earnings doesn't mean anything?All of the companies in the US and Canada are all talking about building a brand.  They will each push their brand through their own dispensary, but it is unclear how they will get non-affiliated dispensaries to sell them effectively.  I think OH has a very good strategy for building a brand.  They try to distribute as many products as possible.  They see the differentiated products that are selling well.  They invest in them and help them to be strong brands in California.  That makes total sense.  I am not sure how easy it will be translate that into a different state, but hopefully they will figure that out by then.  Plus, they are a good size of company to be bought out by one of the bigger guys.  There are some other smaller cannabis companies out there, but they appear to be low quality companies in my opinion.",
"Fantastic revenue reported today for OH.  Losses doubled but that's natural in this first mover environment.  I bought on the dip and sold near the HOD.  Bought back in below $6.Cannabis sector is completely a traders environment for me now.  Before Oct. 17th I was long and swing trading but post Oct. 17th is all buying, selling, and buying back in.",
"Hi Kevin,Thanks again for the CannaRoyalty recommendation which I took to heart and have done well with.I like your plan for the end of the year too, though I'm going to try hold off selling until early January due to tax considerations.  I just read a Grizzle report that has a rough, competitive comparison of USA companies that may be helpful (free subscription if you can't open it):grizzle.com/...m",
"Kevin, I think you're working on a triple since you've originally posted this article.  Well done.Btw, I upped my Ianthus, Liberty and Sunniva shares today directly after the Sessions news",
"""U.S. Attorney General Jeff Sessions resigns, President Trump announces via Twitter."" This should be seen as a positive for pot stocks. I expect the Gardner/Warren Act likely to pass anyway, but this helps. Beneficiaries include CGC, ORHOF, and pretty much the whole industry.",
Did the U.S. OTC pink sheet ticker symbol change?,
"Ditto on largest position being Sunniva and ditto on your remark that it will surprise in a big way.The tide has obviously (and finally) turned and I am looking at mid December (remember, no one can foretell the future) as a date to be remembered.  But then I don't have far to go as I have been averaging down since last January and now sport a USD $5.65 break even.....not a big hill for a high stepper.  I'd buy more if I hadn't run out of cash due to other circumstances.long SNNm",
