字段,标题1
"Matt, on the subject of EV'S. Does anyone consider the amount of money that will need to be spent on updating the grind and increasing the supply of power needed to support the EV rollout.  Money needed is in the multi multi billions.  Who is going to pay for all that, especially with the fact that here in the US we continue to have all the supplies we need in fossil fuels.....",
"dgavrile,I invest in pot stocks because I understand how they make money. How to produce and prepare arenon issues to me, there are experts for that. The trend moves forward, no one can stop it.",
"Matt,I personally predicate Marijuana industry will perform well this year and years to come.",
Thank you Matt.,
these are not vale or glencore or abx. these are junior miners that trade on speculation.basically lottery tickets.,
"The mining stocks are interesting. The financial statements, however, look ugly. Those companies that I checked have rather high debts, no profits, no free cash flows, high price to book ratios, little turnover (high price to sales ratios) and probably also a high risk of bankruptcy. All these factors actually suggest that performance will not be very good. However, I have little experience with (junior) mining companies. Are these lottery ticket stocks? Lottery ticket stocks have on average very bad returns. see also here: http://bit.ly/2CY5wLaAren't there any commodity companies with strong financials (low debts, low p/e, p/s, p/cf etc)?",
"Hi Matt.This is an excellent and intriguing article.  Would you please suggest exchanges where cryptocoins such as KEY , Factoid, and Power Ledger could be purchased for fiat currencies?Thanks",
"Are there any avenues for investing in High-Speed-Charging? Preferably in a REIT type format.Or is it too early for this?Charging plazas where you can stretch your legs, use the restroom, grab a bite and coffee after driving for 3 hours or more (250 mi @ 70 MPH).",
"Matt, I’ve enjoyed and profited from your cobalt analyses. I was buying and holding Formation Capital (FCO, now ECS) since the late 1990s; sold most at $1.40 for $$$. Now holding a lot of Fortune Minerals. For your upcoming blockchain piece, I hope you would look at Blockchain Technologies Limited (TSXV:BTL) and their patent-pending InterBit product. Cheers!",
super!,
I am waiting til after earnings to buy momo. It always drops for some reason. But since it’s me I’m sure it will pop cause I’m always wrong,
Interesting thoughts Matt and I quite agree on your megatrends. Still I'm not sure Blockchain is that big in terms of disruption and I would also add Recycling and water management for coming trends that will impact the stock market,
"""2) Blockchain and Cryptocurrencies""I see it going higher as more suckers buy then the bubble will pop !",
any thoughts for FTMDF in 2018?,
very good article. Thanks Matt,
Spot on Matt!,
"Only had a glimpse yet, but once again a great article, thx Matt! One thing you overlooked is Pott legalization, Canada is legalizing in July, some IS states already have & there’s a lot of decriminalizition & talk of legalization in Europe.",
"I love thematic investing, as long as we're applying some sort of screen for quality and value. I would add clean energy and storage to these trends - many of the miners you're looking at for the EV theme also fit the energy storage theme.",
I find your ideas and articles quite helpful. Thank you/,
Great plan!!I Been buying these very names for the last 2 mons.except the miners; seems like they are over bought.,
"Hello Matt, I don’t know if you follow blockchain 360 $BKLLF. They have some exciting things ahead. Stock has been hit pretty hard lately. Seems to have stabilized in this area.",
What’s ur opinion of Lepidico.  Could their tech revolutionize lithium production,
Sounds good but BABA is tanking today?,Top 5 Trends I Am Following In 2018
"The Trump photo on this page is quite telling. Donald Trump has always been hyper emotional, and he pushes people into arguments. Its his persona. It is 'entertaining' for some people... But awful in a US President. Trump has come across consistently as an unrepentant bully. Yet when it comes to steel tariffs, Warren demonstrated her ability to be cool, calm and collected, to stand above the President's name calling, and refuse to join with the GOP in blocking his trade tariffs.I personally disagree with her, though I think the President and Congress could have done a lot more to gain the support of Congress, various parts of industry, and the unions.. But I respect Warren for standing up for what she believes in despite any political fall out. I'm tired of the GOP members constantly hurling partisan complaints about ""Liberals""... They are being divisive, bad for the country. They should remember the real history here and stop trying to rewrite it. GOP members are also pushing the kind of radical and angry sounding rhetoric that causes some to lose their objectivity about various topics and issues. Enough already. We had the GW Bush years, which left the USA in economic danger. Obama helped to set that ship right. GOP should be thankful that they had so much varied backing that they got into office despite Obama's obvious success. The latest round of votes was a disaster... many voters lost their right to vote due to a new computer system called ""Crosscheck"".. and some states have abandoned that program due to problematic results. Let's hope 2018-2019 leads us into a new more unified phase and away from this wretched name calling hostility that has no place in the White House or in US politics in general.On to what's best for the country.""THE WALL STREET JOURNALAs GOP considers blocking tariffs, Elizabeth Warren, other Democrats back Trump""Published: Mar 12, 2018http://bit.ly/2GkVWW3""Republican lawmakers are openly discussing legislation to limit President Donald Trump’s trade powers after the White House detailed plans last week to impose global tariffs on U.S. imports of steel and aluminum.But the support of key Democrats — including Sen. Elizabeth Warren, D.-Mass. — for Trump’s “America first” approach to trade stands to complicate any GOP effort to tie the president’s hands.""",
"Tariffs on Steel and Aluminum when American Metal fabricators don't manufacture the required ""Specialty Steel"", according to Exxon. Such a Tariff will cost rather than provide Earnings for American companies.",
"CCC,Timely and informative article.Did you see Wilbur Ross on CNBC today?  He broke things down really well, I thought.  From what he said, even AFTER new tariffs, the U.S. will still have the among the lowest in the world, especially compared with the EU, China and Japan.To be cynical, won't hurt Trump with the unions, either, whose support he'll need in '20",
"The taiffs hurt way more than they help.  STLD and NUE are healthy, so they only help a few companies like X and AKS, maybe AA.  They hurt, all steel users such as auto and truck makers, steel can users, appliance makers, the cost of construction projects and much more.  They also hurt the consumers of those industries with higher costs, that means all of us.Whats more, these tariffs like the others Trump has done are completely unnecessary.  We have a 4% unemployment rate in this country, which is considered full employment.  So we are not protecting workers.  Trump says without a steel industry we have no country.  That is so 60 years ago.  Our country excels at cutting edge information and medical technology, innovation, marketing, secondary education, capital availablility and infrastructure.  We are way ahead in most of those areas.  And besides, we HAVE a steel industry, that was not going away.",
"Thank you for your article. I have worked in the steel industry for 47 years and have seen first hand how the input of steel coming in from China, Japan Germany has affected the steel industry. Now as long as US Steel and Nucor  don't go crazy and raise their prices which has happen in the past, this move will help Steelworkers and open the door to good paying jobs and help union's pay into their pension's. Arcelomittal  already is a world wide leader in steel production which also has many plant in the USA.and oversea'shave good paying jobs",
IDSA best microcap way to play. Stock just starting to move.,Trump's Steel Tariff Proposal May Not Come To Pass
"I am seeing several high level people starting at Eddie Gray on down selling a lot of stock on the 03/12. Why would that be, unless something bad ???",
I have been accumulating DVAX stock for the past year and I am waiting patiently until it will move up. My target price is $50 with all the good news in its favor. I hope it goes down to $15 so I can backup the truck. Naturally I am disappointed but I still have faith in management I am sure they are scratching their heads,
"John: Great job, thanks.",
"I'm jumping on board with the other commenters: great format, brief and to the point, with links for those who want more info.  It's a success, John, congratulations and keep it up. PS: I also like your writing style.",
Love the format. Very concise and understandable. Please continue with it.,
Picked up an extra 5000 NVAX shares selling in premarket at around 2.79 and buying back in at 2.15. Pulled some of the profit out and bought be a bunch of car parts! Great job NVAX on making me more money! Cant wait for the next pump and dump to do it again!,
"Excellent and refreshing approach! John. John, regarding APRI, i thought it would have had a better mkt reception since other ED tablets became blockbuster drugs. I see the mkt cap is very very low `$12MM.What is your prognosis for this company. Do you it will go bust (BK) before its marketing plans take off. What in your opinion are the odds of APRI surviving and if so, would you expect it to be at least a 3 to bagger given the price is so low?",
"As you can see.. the tutes are accumulating the shrs of NVAX, getting ready for the next catalyst that will come soon, via news on what's ahead for the company. Looking for the price to rise when the next positive news is released. This could happen during the next up coming earnings report not yet out & the full report on the NanoFlu trial in a science journal yet to be issued in the coming weeks. Funding by BARDA, BMGF-PATH, CEPI or by some other entity is also a possibility with the positive results from the RSV-M & NanoFlu trials that have been released just recently. The shakeout by the MM to get the shrs they desire will continue. I will also be adding more shrs during this accumulation period. As always do your own DD & GLTAL. GODSPEED NOVAVAX!!",
"Great article dude, your killin it. When can we expect a detailed update on NVAX? I would like to know your thoughts after the earnings call and on BARDA, Fast Track, etc.",
"John i love this format also,, great that you follow right up on the stocks you wrote about previously, great job! I also second the question on VSTM",
Hi John. You still bullish on VSTM and duvelisib approval?,
"I love this format - thank you very much for your work, John!",Update On February Biotech Catalysts: What Happened And What's Next
"""Without underwriters, there also tends to be a greater chance for price volatility once shares start trading publicly.""Do you have evidence of this?","Spotify Is Going Public, But Where's The IPO?"
Soon it will be TNK's turn.. Hopefully..,
It's now up by 50%... any change to the fundamentals?,
Weak balance sheets are often good.,
Wow...FRO shorts got killed today,
"At the moment it looks like J's bearish article went public on the day FRO hit bottom. Indeed, today in Oslo early market, FRO jumped more than 11% after a bullish report by DNB, giving FRO a TP of  42 NOK, i.e.  5.4 USD.http://bit.ly/2D24DkIDNB estimates an average spot rate of 22 k$ in 2018 (i.e. cash break even for FRO), 29 k$ in 2019 and 41 k$ in 2020.",
http://reut.rs/2FV3I8M,
My advice get out the sooner to save what is remained.,
"Double bottom, divergence on MACD, nice pop-up on Friday ... just buying more",
"This is what by and holding can do for years...go down..as it was the darling of Wall Street.Maybe it comes back who knows, cash flow alone will surely not predict this or that.",
"JAY...... if FRO is worth about 2 a share, what is NAT really worth with its older fleet? Seems tankers arenot the place to be. Same with STNG..... seems priced for bad times.... how low can it go?Long: SSW, CPLP.",
"It is a time to stop ordering new ships as there are to many. Keep going a while and improve your crews and standards. At this moment, all shipping investors are playing in turning capital and employing low low cost crew and sub-managements in third world. Moreover, this is making low income and a possibility for none traceable and unreasonable expenses.",
"J Mintzmyer , Thanking for your detailed reports of Frontline for all those years,(among others ).I had advised you and  your readers more than  two years ago and on a constant bases including to James Catlin,that the sickness of the Tanker owners and all shipowners and Offshore drillers is the ever repeating story of overbuilding of tankers and all other vessels. I sold all my shares at that time and had warned your readers at all time that this disease will be the downfall of they tanker market and  shipping markets. As you rightly advised again in your last report that there is no optimism of better times for shipowners therefore I again advise your readers to  dump all these shares soonest as you can. Have a good day !!",
"Better late than never !No news here, really.Last year, when FRO was trying to bluff its way into acquiring DHT for already way overvalued paper,it was already obvious for the few that FRO was doomed if the bluff was called.And indeed, it has been called by the very professional and skilled management team of DHT (again, kudos to them).Back then, it was obvious that FRO was just a ""slow motion tanker crash"".And that picture became crispier by the passing quarters.Although, back then, a lot of cheer leaders were quite vocal about how great was FRO, and how bad was DHT...Here you are now, bracing for impact.I'll have champagne at breakfast tomorrow !Chance favors the prepared mind ;-)",
"Thanks J. for another well thought article. Since you reference Avance Gas holding quite a few times about a massive dilution, any take on its current trading price vs forecast on a 6-month to 1-year horizon? Gersemi Research seem very bullish on Avance and expect about a doubling in SP from now. Would you concur?",
"Yes, it was the same problem with Golden Ocean. Too much spot chartering, not enough period charters/COA's",
"J.MIntzGood article. What matters, especially in the next 12-18 months, is not the Price/NAV. It is the contract coverage. If their VLCC's are earning above $20,000 in a $5,000 spot market, it would not concern me too much (in the short run). Obviously charters/COA's run out, so new rates will be done at much lower rates, unless the market recovers. The old fox JF should listen more to his two daughters (who will inherit his wealth).They pushed for more investment in real estate (they did some: Norwegian Property/etc)Marine Harvest, and other ""non shipping stuff"" . Seems like now that he is getting things under control at Seadrill, he will have go to work on rescuing Frontline.Last but not least, a couple of years back, I wanted to short Golden Ocean. The market in J.F. shares are very much relying on retail investors in Norway. He still have a following there. Be careful shorting any of JF's companies. Their stock price can trade at very irrational levels, with little relevance to fundamentals. At least in the short run.Lasse",
Sea Drill- fame of failure!,
"In your NAV calculation, what value do you put on a NB VLCC?",
Yes. Great article. Almost sounds a bit like NAT here.Didn't notice how far the company is trading above NAV. It is just unbelievable.Keep up the good work.,
"I thought he controlled Hemen also.. If so, he defaults to himself and repo'sthe vessels or whatever collateral there is..It's always a good trick..",
Fredrickson runs all of his businesses with a lot of leverage.  The risk to a short thesis here is that tanker markets improve and the excessive leverage becomes a tailwind instead of a headwind.I would think a FRO short would be best paired with a long position on another tanker company to remove business environment risk from the trade.,
"Greetings J,In a standard situation I would agree with you hypothesis, however you are dealing with a wily sea dog in JF..Since he controls all the parties to this he may just extend more high rate paper..For sure, he has reserves available and a few hundred mm lent to himself isn't toobad a deal..H.",
"So this FRO sub ""FSL"" owes SFL $8.9M for a ship SFL sold to someone else? Didn't see anything about that in the SFL presentation.",
Any improvement in tanker rates late 2018?.. Possible 2019?.. If and when OPEC curbs production cuts probably after SA's IPO we may see a rise.. Increase in scrapping and decease in new builds will the stars ever align?,
"Thanks J, I’ll take that as a comprehensively detailed answer to the same question I asked you the other day :)",
It's crazy how a stock price can drop from in the hundreds down to what it is now.,Frontline: Weak Balance Sheet And Terrible Markets - 50% Downside
"The beginning was interesting, I stop at 'fable'.",
The merger is opposed for purely political reasons. Time Warner (TW) owns CNN which was and is critical of Trump. This is political score settling and retaliation. A year ago Kushner met with the TW CEO and told him as much. Story is here:https://usat.ly/2F9Q1Sg,
"Companies make money if they are well-managed. We have no idea how well T will manage a content company. They could even alienate other distribution channels. I also question why a content company would have so much debt and such a high dividend. The mix of businesses will be radically different, not a bad thing, but not a utility to be leveraged to the gunnels. In fact I would deem the dividend as inappropriate to the business mix and maintaining it might even be a dereliction of duty on the part of directors. Content is an opportunity but also is riskier. It will be interesting to see the bond rating 2-3 years from now.",
A merger with Time Warner could open a Huge opportunity for AT&T  searching for growth in different sectors other than Telecon.The Company could become a very large Conglomerate & expand in areas was Impossible to explore Before.The Company will do well as it Stands. But would be a hole a lot Better with Time Warner Merger.,
T has been dead money since 2008 and the author tries to get the dividend arguement to make up for that? everyone pays a dividend... please...T needs to win..and it really only matters what the Judge thinks.,
"AT&T has again become a monster. The fed's split them up into regional phone companies 20 years ago for this same reason....too much power and influence. Now piece by piece they are becoming ever bigger. Personally i don't like them or comcast. Both love constantly raising rates while offering a poor customer satisfaction experience. I prefer more choices, lower costs, better service...not less.",
"Good read. Am Long T, so I am somewhat biased and agree with your prognostication of a successful merger. A concern going forward is interest rate environment changes and AT&T current debt load and increasing it to fund this merger may put the current dividend yield at risk. Also, how do you see the new company weathering in a (20-25% market correction ) Bear Market environment?",
.,
Both T and VZ to grow as there will always be new innovations.,
Thanks. What's your opinion on investing separately in Time Warner?,
The only winner of a lawsuit that takes longer then a yr are the lawyers cheers long t,
"T is my largest holding.I honestly dont understand the Government opposing this deal.While I am pro Trump,I just dont see why he is against it,especially because he is a business man.That being said, uncertainty hurts share prices and markets,so both sides owe it to investors to get this thing done ASAP.If this becomes a lengthy ego filled expensive battle only investors get hurt,widows and orphans. <like me>Git her done,or be gone.",
My big question-------if  DOJ loses the case do they appeal and string T and TWX along for another extended period?,
"Win or Lose, AT&T have a fantastic future!",
It in two weeks and goes on for 30-60 straight days. Any chances of settlement with AT&T owning just Turner [#1 cable networks group] will selling Warner Bros. and HBO? Anyway I cannot wait!Here is an another interesting article http://bit.ly/2FMnkvwGo AT&T!,
It is a vertical merger PERIOD! And now will always be tainted by the smell of Trump. PERIOD!,
"Agree T will prevail based on two facts...1) As mentioned in this article, content viewing options have dramatically changed thanks to Netflix, Amazon, YouTube channels, etc., so the DOJ is using an old anti-competitive argument...2). Explain why why AT&T wants to be is different from what Comcast/NBC Universal already is?  Those are two torpedos to the DOJ’s case...and it only takes one to sink the ship...;)",
"We just attended a two-day seminar by a recognized academic Jewish historian that included David's career and Israeli geography. He and Goliath were factual, not mythical, just as factual as AT&T and Julius Caeser. I object to your references although your stock analysis is OK.",
"Let's be clear - 'David' is the FCC and 'Goliath' is AT&T as the government is no longer BIG, rather pro-business. Therefore, I don't see how this merger doesn't go through NOT to say that I'm for it. I'm against for many reasons where the main - consumers! Consumers have been shafted by corporate and the government since the breakup of ""Ma Bell"" of which the monopoly wasn't a good thing.Talk of AT&T(T) being a 'buy?' For whom? The soon to be retired investor seeking wealth preservation through risk-averse portfolio management strategy? Yes, because (T) is an equity stock by classification ONLY and NOT by performance! The only ammunition that (T) presents are dividend growth (making it a better option to beat inflation) and a better option than a bond.",
"Thus is more like Hulk Hogan vs Andre the Giant.  Two behemoths going at each other, complete with wrestling promos",
"Quad 7Long term T holder. I agree with your assertions that T is a winner stock with or without the acquisition of TWX. However IMO T is not a buy for me above $36. You are also correct that uncertainty is also suppressing share price. T has always been the ""whipping boy"" of the markets which is why it is so attractive to me also. There seem to be many buying opportunities (dips) along with the premium dividends that pay nicely while waiting. Always enjoy and respect your opinions.",
"Those who discuss David vs Goliath  are completely wrong in their  understanding of the historical FACT  (not legend)  of David defeating Goliath.  David defeated Goliath not because of his will or strength or the use of  physics,  he defeated Goliath because he was acting in the Will of God.  God defeated Goliath through David.The analogy is completely irrelevant to investing/not investing  with AT&T in regards to the merger going/not going through. Please remain in your area of expertise.",
"So if you think this merger is a go, would it be wise to buy Time Warner stock, the price is below acquisition cost, and would turn a nice profit with no tax consequences in a IRA, and you would add to your AT&T portfolio.I am long AT&T and have purchased some Time Warner shares, hoping for a buyout, turning a profit and adding to my AT&T position.If the sale does not go thru, I feel Time Warner is still a good investment after there last beat on earnings.",
"Outstanding article.  Well thought out, enjoy the exploration of possible outcomes.  Thank you.",
Slam dunk case for T,
It will be difficult to prove in what way T's competitors Verizon and Sprint are going to be hurt by this merger.,AT&T: David Vs. Goliath
It will be difficult to prove in what way T's competitors Verizon and Sprint are going to be hurt by this merger.,"Your Daily Pharma Scoop: Portola Drops On AndexXa Update, NovaVax Top-Line Results, Idera Commences Late-Stage Study With IMO-2125"
It will be difficult to prove in what way T's competitors Verizon and Sprint are going to be hurt by this merger.,"3 Things In Biotech You Should Learn Today: March 1, 2018"
"China is now looking for a $200 Billion dollar cut in the US trade deficit. And Beijing has stopped buying soybeans. Just as we feared, China is retaliating against the US and Donald Trump after his abrupt announcements of trade deficits. Over the two weeks that he was announcing the tariff policy, Trump sounded very much in control... Certain that his plan would be in the best interest of the USA. Unfortunately, Donald Trump did not think the plan through to its obvious natural conclusion. China was not going to just take these tariffs without objection. Is it a trade war yet? Close. Sides are being drawn, and in the farm belt there is worry. If China does not buy American soybeans this year, and if they turn elsewhere for them... their China market could dry up.https://cnb.cx/2HQIeOz""Angst hangs over farm belt after reports that China stopped buying US soybeansSoybean farmers are uneasy about reports that China has already halted purchasing U.S. beans."" Jeff Daniels, May 3, 2018""China buys roughly half of the U.S. soybean exports, and about 1 in 3 rows of soybeans grown on the nation's farms goes to the world's second-largest economy, according to the American Soybean Association.""""The reports come as soybean growers enter a new planting season.Farmers fear China could act on its threat to slap a 25 percent tariff on U.S. soybean imports if current trade talks in Beijing fail to resolve differences.""https://nyti.ms/2FLnba1""U.S.-China Trade Talks End With Strong Demands, but Few Signs of a Deal""By Keith Bradsher, May 4, 2018""The demands included a $200 billion cut in the U.S. trade deficit with China by 2020.U.S. sanctions against leading Chinese telecommunications equipment manufacturer ZTE have also cast a significant shadow over the trade relationship.""""U.S. and China swap hard-line lists of demands at trade talks in Beijing""By Simon Denyer and David J. Lynch May 4 at 1:14 PMhttps://wapo.st/2HOnh6J""China said “big differences” remained as a high-level U.S. government delegation headed home, although it said consensus had been reached on some issues.""",
A bit of history on US steel.https://bloom.bg/2FWOpfE,
Nasdaq rallied huge today on the steel news.,
"I think all this unfair (to the USA) trade and import taxes was designed from the beginning to let some of the air out of the USA's tires and pump it up into all the other countries tires.What I think has happened, is that the other countries tires are ready to blow due to over filling unlike the USA's tires which are getting flat.",
MAGA buy Ohio steel F China,
"Can anyone explain how a trade war with any country with which the US has a substantial trade deficit is good for that country.?  We all know that China diesn’r respect our intellectual property, restricts nvestment in their country, needs not adhere to environmental standards and has been hacking into our companies to steal industrial secrets.and R&D results. We all know that the current account with China is greater than a negative half trillion dollars a year and that very fact affects our gross national product adversely.  We also know that our North American steel suppliers have tacked unfair taxs( tariffs) on goods like Cheese and cars produced domestically while they readily export similar prodcts to us without those economic penalties. How does Brazil justify allowing a ford built in Mexico to have little or no added entry tax, while the same car produced in the USA  and sold in Brazil gets a 35% tariff or added tax. Is this what is defined as free trade?",
"Steel and aluminum is use in aviation, automotive, Construction and ship building industries",
Classic Democratic political positions-Unions and protectionist trade.,
He said stay away from RETAIL REITs. Not REITs in general.,
"I just bought more BA. I sold out of my position in UNH due to the misconcrived idea that the Buffer,JPM,AMZN partnership will topple the existing healthcare.  what a bunch of crap. I suggest you buy UNH the week before it reoprts. As a boomer all I can say is healthcare is a goldmine. Just mu opinion. just saying lol",
IDSA is best microcap way to play steel.,
"Take a look at who we import steel and aluminum from. China is way down the list. Canada and Brazil are much bigger.Companies in US using these metals will pay more now, or move production offshore. Jobs will be lost.Stock market is reacting too broadly. Commodity sensitive stocks or possible retaliation targets are hurt, but most will not be affected. Other countries will target agriculture or other export surplus goods from US, especially from Trump states. This should make for some nice bargains. I understand selling BA, DE, CAT, CMI. Many others make no sense.",
"Cramer is merely placating his followers, most of whom are Trumpist populists.  There are very few absolute  truths in life . That broad tariffs are disastrous is one of them",
"His call on REITs may be a good contrarian call.  We will see,",
"The stocks get obliterated, that's what,"" said Cramer. Ok that may be a fact as we see that happening right now. They will take a hit, however, time to load up on solid fundamental reits and set some good income paying positions for the long haul. Be greedy when Cramer is fearful in imo.",
"Thank God for Donald Trump. As a capitalist, I am also an American patriot. While free trade is good as long as there are fair partners, if forced to fight China, would we like them to be a key supplier of the strategic materials we need to build our arsenals?",
"China dumps anything and everything into The US including people . Markets over react , however do they ?",
I do not agree that NUE is better choice than X.,Steel Tariff Worries Are Overblown - Cramer's Mad Money (3/1/18)
"Also curious as to what data hes referencing to support over production of lithium.I see more and more electric cars around. I hear tesla is trying to get into the semi truck market.  I heard europe is going ""all electric"". Utilities are trying to use battery storage to support solar & wind...at present it seems like the lithium demand will go up unless that battery tech changes within the next few years...?",
SYSS was the last Kramer thing i bought. Sold for considerable loss 💩. Too much buy then quick sell for my investment style. Can't keep up.,
"Cramer should post his Trust performance each year. That would settle the question about his expertise. If he does, please post the link. If he doesn't lets everyone move on.",
""" Newest Generation is saying NO to fossil fuels?""That's news to them, and the energy industry.",
"ALB is a screaming buy at it's current trading price. Based on my analysis the stock should rally above 150 within a year. Getting in on this stock anywhere between 100 - 120 is cheap. Under 100 is peanuts in comparison. People don't understand that ALB and SQM produce lithium based on customer needs which is evident in long term customer contracts. As demand grows (and everyone is in agreement it will) they will produce more lithium to keep up. However, there will not be an oversupply of lithium as a result of the current major lithium producer players (ALB, SQM, FMC). There are significant barriers of entry to set up shop and produce lithium which is why smaller players won't be able to quickly come in and create an oversupply of lithium in the near future.As an individual company, ALB is extremely solid with strong cash flow, higher dividend payouts each year, strong earnings and low debt. It would be foolish for investors to miss out on this opportunity.",
"""ONEOK is not a good choice"" because the 5.4% yield is not high enough for investment??????   Cramer must have bumped his head on the way to work. I wish ALL my stocks produced a yield like this.",
"lately I saved a couple of Cramer's ""great picks"" as I once did long ago. I watched the stocks and they did the same as before... his high flyers were submarines out of fuel and leaking badly. I think I'll short whatever he says are great to buy. yes, the outlook should be much longer range but I don't expect to see his picks tank right away and keep tanking or stay down for a week or more that I watch and then get bored.",
XOM does nice buybacks to support the stock when needed.,
"Saying No to fossil fuels? Maybe the most shallow comment ever (and that's kind, it's boilerplate stupid). Sure they don't drive cars as much - is that the point? The problem is that the statement betrays a stunning ignorance regarding the scope of products containing petro.",
"ALB and SGM got trashed these few weeks.  What is not clear to the dumpsters are:  there is no better energy storage on the horizon (Vanadium Redox included); demand growth is still tremendous (EV, China EV, alternative clean energy...); it takes years to get a green-field project up and running (junior miners); the two are the low cost producers with minor need for expensive incremental processing infrastructure.  Cramer is entertainment.",
"JPM is up by about 23% in the past 12 months.I have more interest in MO which is down by about 17% in the past 12 months and XOM which is down by about 9% in the past 12 months.""The younger generation of investors is rejecting fossil fuels.""That's odd.  I see young people filling their cars with gasoline.",Buy JPMorgan - Cramer's Lightning Round (3/1/18)
"I think you are vastly underestimating Netflix's advantage. They use machine learning and A.I. to exponentially get ahead of everyone else. They also foresaw the digital media age when no one else was willing to gamble like they did, and that type of leadership and decision-making will further contribute to their unparalleled success moving forward. Netflix will dominate for at least the next decade.",
The Oscars has turned into overt agitprop and was barely worth watching before. Why would anyone waste their time that way?,
"I'm inclined to think that if a studio is winning major Oscars they are doing things wrong.How often are the big winners commercially successful films?  They are more of a showcase for perceived artistic merit - nothing wrong with that, but not really relevant to investors.",
"People usually expect Netflix to dominate a field, not just squeak in.No one is expecting Netflix to dominate the Oscars.  Which are highly manipulated, since the actual films are seen by fewer and fewer people each passing year.  The Oscars have never been more of a show.  A rigged event.  which the DNC took its cue from in our last election.",
👍,What The Oscars Mean To Investors In Top Film Studios
👍,"After Falling 23%, Has Box's Drop Boxed In Dropbox's Valuation?"
"Brookfield doesn’t know much about offshore oil, certainly won’t be able to solve the operational problems too has historically had. This article is not going to age well, just like JMs talk of $30 tk share price last year which was silly. This article fluffs up what positives there are and doesn’t even address the negatives.",
Thanks for the Informative article.,
40 cents gets you to 4.80? That seems high to me in rising interest rate environment.,
Nice article.With the improving cash flow and balance sheet I'm happily long TOO-E,
"2 questions, 1) why you prefer Too over TK? Does Too issues K-1?",
"Thanks for the report on Teekay Offshore. I'm long myself, looking for around $3.50/unit.They've made a remarkable transition since last summer, when they were on the brink of insolvency. The recent oil price slide is a negative, but all of the other recent developments have been positive and I was very pleased with Q4-17 results, commentary, and guidance.",Teekay Offshore Partners: Brookfield In Motion
The market cap of BVXV is only $40 million. There is an error on Yahoo finance.  Interesting that you thought it might be realistically valued at $1.5B. 40x upside from current price!,
"Thanks for the update, Bhavneesh.",
"Bob,PTLA's board chairman is Hollings Renton - who as CEO of Onyx developed one good (cancer) drug and then fought Bayer face-to-face and in court --- and ultimately got a lucrative buyout from Amgen.Do you see somewhat of the same scenario playing out now with PTLA - a kinda David v Goliath attitude?  That is, we can say that PTLA has two good drugs and is going up against the USA and European regulatory bodies (the Goliaths) with incomplete applications but with an ""I don't particularly care to dot all the i's and cross the t's attitude"" as these drugs address an unmet medical need and have sufficient data (in PTLA's view) to justify approval....Thanks for your thoughts....",
I wouldn’t make any assumptions about whether the requested randomized trial will be post or pre marketing for SGYP. CEO was asked this question repeatedly on the cc and he simply said he didn’t know.,
"Bob, I too purchased PTLA yesterday. I agree the market is overreacting. Tempted to take a small position in NVAX","U.S. Biotech/Pharma Sector Daily Observations Letter: March 1, 2018"
Name something creepy that makes people scream...GE,
"JC, the article I read on the disposal of lighting had GE selling part of lighting to a former employee who managed the international business for somewhere around a billion dollars. The rest is apparently up for sale and , I believe, estimated as valued at another billion. The former employee heads a group that, I believe, bought a part of lighting.",
"Victor: you have called GE bottoms twice (I think) and have been wrong.  What do you use to call your bottoms?  I hope not ""gut feelings"".",
ya think?,
Gotta be some sleepless nights these days for the fine folks over at KPMG.,
"""It's the GE Way""",
"I  have read about the break-up value of GE being below $12.  And the board is full of a bunch of idiots that are over the hill and clueless. Jeff Immelt should have been fired for cause and sued to prevent any termination clause of his contract from being fulfilled.  GE has enough lawyers to make it tremendously expense for Immelt to fight it and he was clearly liable for gross violations of his fiduciary responsibilities.  I have never heard of a single CEO in the world flying with a backup jet, the entire board should have been canned for participating in this debacle.  It is time to break up and sell the parts for the sake of the shareholders.  The shareholders need to file some class action lawsuits to rid themselves of the board and to target Immelt, and GE replaced Immelt with Flannery, an insider?  On what world does that make any sense?",
SEC news won't be good.   Still any upwards price will be used as a way to short more stock.   to much uncertainty for a bottom.no support below 14.27we are in the perfect short storm still,
"If the 48 cent dividend doesn't get cut further (a big if), and if the mature industrial businesses can eventually grow around 4% a year (another big if), and if investors will accept a 9% return (personally I'd want a lot more, given the risks), there needs to be a 5% divi yield, which points to a price of $9.60.Put another way, if eventual growth is 4% and the divi is 48 cents, then the divi yield on current price $14.42 is 3.3% and investors can expect a modest total return of 7.3% a year.This still looks like it has plenty of downside, into single digits.",
"Not sure what didn’t work relative to management not getting bonuses. I think Immelt got a big bonus for completing the Alstom acquisition. Oh, by the way many analysts thought buying back stock was a good idea. In fact the big corporate raider thought it was a good idea to borrow money to buy back more stock. I don’t know how many SA articles I read and many comments about how the money spent buying back shares was a return to stockholders. Never really bought it unless it either made the stock go up or increased the dividend or more importantly had no other better potential opportunity to invest in a more promising product development or acquisitions.",
"General Electric is an old, broken down, man.  Lived a rich life and generated a lot of debt.  Did not take care of himself for retirement.  Bought junk that has been a cash flow disaster.  Sells his things to keep his nice house. And can't get it up any more (the stock price, of course).  I soon expect him to get kicked out of the Country Club (DOW), and settle into a nice rest home and not be heard from too much in his twilight years.Joe In Georgia",
GE is leading the Dow today.,
