字段,标题1
What is the incremental export capacity coming online in 2019 ?,
"once again this shows that SENTIMENT drives pricing.look at all the ""fundamentals"". if they drove the market, thenwe would be in a different universe. this looks painfully similarto the shipping names which are even more insane(fundamentally)than these are. that said, these are great ways to play for an eventualCHANGE in SENTIMENT.i like otm  2020 calls on most of the names mentioned here",
"There are clearly some MAJOR upside possibilities here. Yes, there is some risk, but not at these stock prices!",
Thanks for a very well written article. Agree with everything including outlook for 2019. Could quiet lower NG-strip prices for 2020 and far less hedges for that year be the main reasons AR is trading down more than the market?,
"AR is a dog.  Things have worked out well for the guys running the partnership...they’ve hit their targets and made their bonuses.  For AR common holders, not so much.",
I agree AR looks cheap and way oversold but I want to see one insider buy before purchasing. I also think the spin out will help the stock and balance sheet. Thanks,
Thanks Travis. Good write-up.I'm quite long natural gas plays and related industries.,Antero Resources Shows Why Recent Natural Gas Price Weakness Is Overblown
This has been been on my prospect list but the gap between GAAP and NON-GAAP EPS is HUGE: 2018 GAAP EPS -15.12 vs  NON-GAAP 16.69. Estimates for 2019 are closer 16.55 vs 1.15 respectively but still quite large. This article shortly before a big drop focuses on the concern 3/17 AGN @240 www.fiercepharma.com/...Any reason this isn't a huge red flag?,
"house of pain! shoulda sold in the early fall, but I held our because I was still $1/share underwater. argh.",
"AGN without R & D could also grow with M & A, because if R & D does not create more revenue it's just a cost. Obviously with M & A growth is lower over time as it is happening now. You do not have to see AGN at $ 300 that was absurd because you have to pay the old allergan. Its slow start goes from $ 120 and will continue at around 7/10% per year.",
"around this level it could start again with the continuous lowering of the indebtedness. Buy low and sell high, let's not forget that the share is 8 times the profits and that this company has quoted on average 14 times the profits. $ 250 TP over 5 years",
"As long as there is no improved Governance and adéquate communication (Shire, Indian tribes, no considération about stock...) and back To R&D while unable To sell 2 Bus, the stock Will continue To sink",
amazing this was going to be sold at $300,
The loss of confidence in AGN in part is due to a markdown in expectations of the productivity of their new drug pipeline. Investor willingness to capitalize AGN's non-GAAP earnings nonsense was in part dependent on the pipeline securing the future results. The state of the world seems to have taken a shift downward in this regard.,
"Funny how Saunders used to be the darling of Wall St. Seemed Cramer had him on Mad Money every couple months gushing over him. Now he's persona non grata , at a time when he should be on to tell investors exactly wtf he's doing to boost the share price",
Terrible CEO needs to be gone.  He is a joke who simply is not capable of improving company operations or he would have done it by now.  Crony capitalism.,
"AGN has 48b intangible assets that will amortize in about 6 years, when it begins to end this air socks grow to double digits. Without those assets that had to pay the old company is worth at least $ 250. Value can grow immediately but must release this value with the sale of non-strategic assets",
Have a minuscule position - and wondering why I didn't sell at 190 this fall.,
"as an investor, I have called the company to ask questions on many occasions.  the problem is you can never get anyone on the phone.  if I leave a message for investor relations, which is a waste of time, I never get a call back.  this mgmt team stinks.  I pray for an activist to step in.",
It was a great company and is now a shit show getting smellier each week...Give Saunders another salary increase. That will help. 👎👎👎,
Brent Saunders seems to have the opposite of the Midas touch.  Everything he touches turns into organic fertilizer.,
"Remember buy Nokia, T-Mobile & CVIS  ! T-MOBILE  going to merge within the next month , you know what that means ! & Happy New Year! & YOUR ALL WELCOME !",
I’m worried about debt levels but am long,
Saunders HAS GOT TO GO!,
Can't invest in AGN with the current CEO,Allergan: Lost Confidence
"You miss one critical aspect of ENDO.  That is the analysts do not seem to understand the company's earnings potential as shown by the fact that they consistently underestimate ENDO's quarterly earnings even after the quarter is actually over.  To be specific for at least each of  the past nine quarters (that is all I have data for) the final analysts estimate has underestimated earnings with the underestimate averaging over 27%.  How important is that?  Well analysts now estimate next year's earnings at $2.73, but if they continue to underestimate by 27% the actual earnings would be above $3.45.  Surely that is material in thinking about the 2019 stock price. (if you are interested I can be reached at mrappeport@yahoo.com)",
Beside the challenging market conditions indeed ENDP is a very attractive stock pic at this level. High upside potential (20 USD plus) in case the Q4 figures and the outlook 2019 will be solid.,
was hoping to see some insider buying at these lower levels but nothing so far. something I will be watching as stock is approaching an interesting level to think about long position,
"@Shock Exchange Nice write up thank you for sharing, company is in much better shape than 2-3 yrs ago so the current valuation I think is short term. Should be $15+ now. $20+ as we approach 2020 and get FDA approval and Cellulite launch.They have stabilized their Sales and EBITDAGrowing InjectablesSomerset purchase strengths Injectable pipelineXiaflex has become a proven growth engineIn 2019 payouts to vag mesh decrease by 100 million to 350millionIn 2020 there are no more vag mesh paymentsOpioids are not a real threat to ENDP as noted in above comment2021 Cellulite CCH could proove to be on track to  become blockbuster drug (1 billion+)Great managementBig time debt reduction to start in 2020 and beyond. Probably 500million+/yr (would be equivalent to 31% of current market cap per year). To me this means EV equation Marketcap+Debt =EV will push stock price up 31%/yr just by reducing debt. This accelerates as interest payments decrease and allow more cash for debt or capex.I have been buying ENDP big in last 2 weeks.GLTA, go longs!",
"I think you are a bit off, ENDO is currently valued at today's price at 5 times below its fair value and about 9 times below terminal value.  There is a reason for this but I would expect the ENDP to arrive at settlement before the end of Q1, if a settlement is to be made.   Once the opioid issue is quantified in terms of real dollar settlement.  I expect a big pharma to swoop in and try to take them out at around 20 - 25 bucks a share.  Don't think ENDO will be around in Q2 of 2019.  Though we could see a premium to this share price offer, as it is hard to place an exact valuation on Xiaflex application for cellulite presently.  We could see a take out of ENDO as high as 40 bucks a share as they were successful thus far keeping generic drug makers at bay for the next 11 years on Xiaflex.  This story could have an interesting twist and possibly sooner than expected.",
What about opioid litigation risk? I think that is a major reason why it has fallen lately.,Endo: How To Play The Sell-Off
"Enjoyed reading your analysis. Two f/u questions;Would like to hear more about the companies counter strategy to blunt the internal engineering group competition?Also, surprised that your analysis didn't cover the potential risk or opportunity that CEVA may face in the M&A realm? Obviously, they would be an acquisition target.",
Thanks for analysis.,CEVA: Innovation And Excellence In Digital Signal Processing
"Author’s reply »
I am looking for entry if this gets beat down tomorrow.",
"Author’s reply »
adms is in competition with acorda on a couple of drugs. adms's GOCOVRI works for OFF and looks to be more effective than AMPRYA for MS",
"Biologics - thanks for the piece.  You mention that you are long Adamas - $ADMS -- I am also painfully long there... It would seem that Adamas' drugs are targeting the exact population as is Acordia's.  GOCOVRI is a time release amatandine to handle dyskinesia in patients with Parkinson’s disease receiving levodopa-based therapy -- isn't that the same patient population as Acordia's INBRIJA?  The Parkinson's walk-improvement drugs are piped into to both companies.  Adamas' trashed their stock price when they foolishly pre-announced that they would be growing GOCOVRI market share from just 1% to 2% in 2019.  So, why would Acordia's sniffer drug be more readily adopted?  Seems that once a day night time GOCOVRI is a simple change from the amatandine oral patients would already be taking.  Obviously, something does not add up -- ATVB, Don",Acorda's INBRIJA Receives Thumbs Up From FDA And Thumbs Down From Analysts
"Biologics - thanks for the piece.  You mention that you are long Adamas - $ADMS -- I am also painfully long there... It would seem that Adamas' drugs are targeting the exact population as is Acordia's.  GOCOVRI is a time release amatandine to handle dyskinesia in patients with Parkinson’s disease receiving levodopa-based therapy -- isn't that the same patient population as Acordia's INBRIJA?  The Parkinson's walk-improvement drugs are piped into to both companies.  Adamas' trashed their stock price when they foolishly pre-announced that they would be growing GOCOVRI market share from just 1% to 2% in 2019.  So, why would Acordia's sniffer drug be more readily adopted?  Seems that once a day night time GOCOVRI is a simple change from the amatandine oral patients would already be taking.  Obviously, something does not add up -- ATVB, Don",Front Yard Residential: Well Positioned Into 2019
"Author’s reply »
the other company moving into this condensate that I put an article out on is Delphi.  That stock literally got flattened when condensate prices weakened.  Note that it is more leveraged than this company.",
Are they spending the entire cash flow on expansion?Will they pay down debt or retire shares? I like the idea of building cash to buy distressed properties cheaply.,
"Author’s reply »
Peyto has some of the lowest costs in the business.  They also have some plants coming online this year to pull some liquids out of the gas stream (a first for them as they never emphasized that before).  Peyto also usually will not complete wells until the winter heating season.What the cash flow numbers do is pull out unrealized losses/gains.  Improved cash flow is coming from lower costs and the sale of some higher cost properties.",
"Author’s reply »
If you look above you have an overall gain on risk management contracts shown in the slides.",
"Author’s reply »
Have to remember condensate pricing weakened when the refineries went down for extended maintenance.  Now that is over and condensate is firming again.  Canada actually imports about half of its condensate needs.  That should insure a strong condensate market for the time being.  They mix it with the heavy oil so it flows through the pipelines.",
"""Light crude and certain condensate pricing has remained strong in Canada even with the transportation issues.""  Sadly, ARX reported $85 Condensate pricing in Q3 but now its $57 per barrel...?www.psac.ca/...ARX did report Hedging Oil contracts... 20,000 bpd in Q4 and 15,000 bpd in 2019... on its 30,000 bpd of production... so Q4 should still have decent numbers?More interestingly, ARX reports Corporate natural gas price $3.02 Q3 vs 9mths $3.07/mcf compared to ""Average realized prices, prior to gains or losses on risk management contracts..."" $2.15 / mcf...  so Market Diversification added 72 cents/mcf but Realized gain on risk management contracts 87 cents / mcf...  wow.  Realized Gas price was only $1.43/mcf in Q3 without Hedging / Diversification... yikes.Sadly in Q2, ARX reported $92.4 Million Loss on risk management contracts (Note 11)?  $110 million Loss for 6 months...  Q3 had another $35.6M Loss write-off?  which must be related to the price of Oil in 2018...  so its Tough to set a Floor / Ceiling Price on the price of Oil...  Q2 reported a Sizeable Loss.  Bottom line... ARX only makes sense if it reports profits?  AECO prices turned up recently... $1.92/mcf Dec 27th.  Tourmaline was flat as pancake today... but managed to report a small profit in Q2, $25M... no Loss?  hoorah!  Looks like Mr Market didn't care about $92.4 Million Loss in Q2... when Oil was $85/bbl... hmmm.gasalberta.com/...",ARC Resources: Eliminates AECO By Selling To More Profitable Markets
"""Light crude and certain condensate pricing has remained strong in Canada even with the transportation issues.""  Sadly, ARX reported $85 Condensate pricing in Q3 but now its $57 per barrel...?www.psac.ca/...ARX did report Hedging Oil contracts... 20,000 bpd in Q4 and 15,000 bpd in 2019... on its 30,000 bpd of production... so Q4 should still have decent numbers?More interestingly, ARX reports Corporate natural gas price $3.02 Q3 vs 9mths $3.07/mcf compared to ""Average realized prices, prior to gains or losses on risk management contracts..."" $2.15 / mcf...  so Market Diversification added 72 cents/mcf but Realized gain on risk management contracts 87 cents / mcf...  wow.  Realized Gas price was only $1.43/mcf in Q3 without Hedging / Diversification... yikes.Sadly in Q2, ARX reported $92.4 Million Loss on risk management contracts (Note 11)?  $110 million Loss for 6 months...  Q3 had another $35.6M Loss write-off?  which must be related to the price of Oil in 2018...  so its Tough to set a Floor / Ceiling Price on the price of Oil...  Q2 reported a Sizeable Loss.  Bottom line... ARX only makes sense if it reports profits?  AECO prices turned up recently... $1.92/mcf Dec 27th.  Tourmaline was flat as pancake today... but managed to report a small profit in Q2, $25M... no Loss?  hoorah!  Looks like Mr Market didn't care about $92.4 Million Loss in Q2... when Oil was $85/bbl... hmmm.gasalberta.com/...","Laura Ashley: Low Downside Risk, Great Upside"
decline rate of 22% is not low - its high,InPlay Oil And Its Cardium Locations
decline rate of 22% is not low - its high,Brexit's Ultimate Bargain: Diageo Dividends
decline rate of 22% is not low - its high,Nickel Monthly News For The Month Of December 2018
I've been long Morien for a year or so now and agree. Hopefully they grab another near term royalty stream soon. The Black Point project is for free at this point as well. Thanks for the article.,Morien Resources: Met Coal Royalty Offers Massive Free Cash Flow Yield
I've been long Morien for a year or so now and agree. Hopefully they grab another near term royalty stream soon. The Black Point project is for free at this point as well. Thanks for the article.,Transocean Bags A 5-Year Contract With Chevron - A Deep Look At Fleet Status
Also new potential competition eg: ALDX,
"Author’s reply »
Changes to inclusion criteria improve chances of success signfiicantly IMO- consider that trial ""failure"" was due to a small group of patients who entered the study coming in very symptomatic but whose symptoms were clearing up quickly and quickly went to zero regardless of on placebo or drug candidate . Would expect this situation not to repeat",
Stride2 failed. What are their chances in stride3. They have apparently made changes to improve its chance. Any thoughts?,
Jonathan - always do appreciate your articles.  Many thanks.,
Why was the stock down so much?,
Any price-targets for the stock?,
Great Article,
thanks for article,
thank you,
Can someone tell me why pudufa is Aug and result of Stride 3 is q4 2019,
Thanks for the helpful details.,
"Lauch their product in Q1, PUFDA in August, Final Data in Q4 2019... Tutes needto PUMP it up.. it is undervalued ... retail investors cant pump",Kala Pharmaceuticals: Update And 2019 Outlook
www.forbes.com/...,
I thought that Green Growth Brands Ltd is David Einhorn's canna-vehicle.,
finance.yahoo.com/...,
"Misinformation from Self-Interested Market Participants Does Not Change the Merits of the Premium OfferCertain market participants have spread misinformation related to Green Growth with the objective of destroying value in Aphria. This misinformation was generated by comments from those with a stated short position in Aphria and whose trade will be impeded by Green Growth’s premium offer. Shareholders should be aware of the facts related to a number of incorrect statements made. Specifically:Green Growth has confirmed the Schottenstein family does not own Aphria shares. The Schottensteins applied for a cultivation, processing and dispensary license with an affiliate of Aphria, Liberty Health Sciences, in the state of Ohio. The venture was awarded a processing and dispensary provisional license in Ohio. At such time that state law permits transfers, the JV will be dissolved. Subsequent to making the application in Ohio, Aphria divested its interest in Liberty Health Sciences.Shawn Dym is not a director on Green Growth’s board.",
I live in Georgia I was referring to cost of doing business in canada,
Haha Steeley got a good laugh from that one 😆 I’ve seen you post on here often SA and follow your comments....what are your thoughts on this sell off and outlook for next 6-12 months if you don’t mind me asking?,
with gas for cars at over $5 a gallon and high taxes not sure how these canadian companies make money,
"@johnwilson yes it can definitely go lower but your quoting aphria after its market cap got knocked nearly 60% in a week... yes it’s up alittle from there but they took there hit.... and to be honest I believe they deserved it but from here on out with a new independent chairman of board and diageo members on board I think risk is priced in mostly for what Canadian asssets are worth and potential with there production.....GMP Martin landry just came out with buy and reflected exact sentiment with 100 bps increase in discount rate due to risk .... and I get it you keep saying how little nueevra and LATAM is worth and I understand the worry but if you really look into auroras and canopy’s assets in LATAM it’s not remarkable they look similar to aphrias......okay so maybe 700 million assets are actually worth 250 million that is extremely messed up but it doesn’t necessarily mean there stock has nothing good going if you can’t look past corporate governance issue than I understand as an investor there are less murky waters to join ( organigram, hexo, canntrust, aurora, canopy, cronos and I know Cronos has Altria investment and that is awesome but if you compare aphrias Canadian assets to cronos it’s not close...cronos is really overvalued I believe next couple of earnings reports will not look bright compared to their current valuation",
No difference between stockhouse and seeking alpha - its a bunch of fools there and a bunch of sophisticated-appearing fools here.,
Unbelievable that some are still holding on to these shares...this takeout offer is a total scam.,
"The new board should help. Separating ceo and chairman is definitely a good idea. As for the GGB company. So what that they have experienced CPG leaders, the offer for aphria is a joke.",
"So does everyone discount the legitimacy coming onto aphrias board? Tom looney and Jacob ripshtein and the new independent chair announced the other day are well respected CPG executives/directors and they are joining aphria so obviously they see something, why would they be joining a complete shit show if they really believed it was on fire and about to burn to the ground what would be the point for their careers/image.... why is that so heavily discounted, no one often discusses it? I own aphria and I agree that nuveera and LATAM look extremely sketchy lack of disclosure and insider dealings... Andy Defransco looks to be shady and not a bright spot for aphria yet has anyone looked at their Price to book and PE at current prices? yes aphria will have a heavy risk premium added to valuation going forward due to their corporate governance but you are not going to sit here and tell me their Canadian operations are not marvelous.... low cost production, state of art automation, broken coast top brand out there, southern glazers distribution deal, 255 kg production online early 2019, it is very unfortunate if directors were making shell acquisitions to put money in their pockets but for Hindenburg to say this company is worth 0 per share is ridiculous only exaggerating and pushing the narrative to benefit their own position I agree aphria isn’t what they could have been due to all the BS dealings but Vic neufield does appear to know business he grew Jamesion into a good company and he know what he’s doing ( business strategy wise, not necessarily shareholder wise) and I understand he very well may be a complete scumbag but I simply believe there is too much value here.... I want aphria to dip back to 5.50 USD and I will average down.... let me put it this way for all these people thinking aphria will burn to the ground... if aphria were ever to dip down to 3.50 or 4 USD, say if this board review comes out in a couple weeks and says that the LATAM assets are worth nothing and demand Vic step down (or something wild like that) Canopy would be out of there mind crazy not to step in and use some of their cash war chest to buy aphrias Canadian assets in a hostile takeover..... they could get 255 KG of production for what? 1 or 1.5 billion... then they eliminate a top three producer and definitely solifdy spot as #1 LP over aurora not that I don’t think CGC already has/is #1..... just all my thoughts and would love honest feedback... good luck to all investing",
"I don't know if it's a total scam or not.  My bet is it will be over $2.50 at April options expiration so sold the 2.5 puts while I wait for market to calm down.  This may be a tough 2019 for stocks, or we may go to ATH.  I doubt APHA will drop 60% in 4 months.",
Vic Neufeld should be investigated and prove himself as “not guilty”.,
Looks like there is another offer on ghe table,
"aphria last qtr reported c$13m, wonder what from",
the aphria stench just keeps going,
I sold some April $2.5 puts on APHA.  What happens to these if the buyout happens before April?  Just vanish and I keep premium? I doubt this ever gets to $2.5 on the downside.,
How about this....create your own merger. Sell Aphria and buy 2 shares Organigram or 1.5 shares Canntrust. No need to stick around for funny money.,
insiderfinancial.com/...,
"i dont have time and energy for this nonsense. can anyone predict intelligently, what the status of this company will be two years later. will it survive or dissolve? i am willing to wait another 5 years.",
"Interview with Peter Horvath, CEO of Green Growth by Pearson Bloomberg.www.bloomberg.com/...",
"No mention of the multiple acquisitions in the last few weeks? No mention of the 7 licenses the company was just granted? Saying they “look to operate one store” removes credibility from the rest of your report. This is like politics. You pump the hell out of everything that fits your narrative and pretend everything that doesn’t, doesn’t exist.",
"Could it be that by creating the possibility of alternate bids from other companies, Aphria's  SP is rising giving them more leverage for when they do a Hostile takeover on a yet to be seen buyout?",
"I was going to sell, but then I got high with Vic",
$APHA never even made a serious Rebuttal,
Two words.....shit show!,
Thick Vic reminds me of Mr.Burns son from the Simpsons,
Thick Vic is up to something,
"Even though the proposed deal positions GGP as the acquirer, it is essentially Aphria shareholders acquiring a company with little to no value at a greatly inflated price - largely to the benefit of parties related to Aphria. In the end, the effect would be to dilute existing Aphria shareholders by about 50% with little improvement in the underlying assets of the business.Hindenburg, albeit they are writing for their own book, has performed a useful role in bringing to light important information on this and other Aphria deals which can only be explained by corporate corruption, and should be respected for that. Also, judging from some of the comments to this article, many have no experience with the types of transactions at issue and the sorts of scams that can occur, and can learn from the work of companies like Hindenburg.Having been involved in many corporate acquisitions, I can say that Aphria, because of its track record on buying assets at inflated prices, enriching related parties, the apparent lack of integrity of the BOD, and the class action litigation that is underway, is toxic and unlikely to be acquired by any large player in the tobacco or alcoholic beverage industry. It would be a career-ending move for any executive team in a major company to acquire a company like Aphria and have to deal with the mess that follows.",
"For those who still believe, I get it. But what about the shell company in Vic’s wife’s name... used to buy property, mark it up millions, and resell it to Aphria 2 weeks later?   This is a documented fact. And it’s not like Vic was like, “oops...  my wife accidentally cost us over 2 million dollars, here is the money back.”  You just can’t explain that away. You just can’t. Imagine if Mark Zuckerberg’s wife, friends, and other companies he owned started profiting (on the sly) at the expense of Facebook. Their shareholders would go NUTS. NUTS!! It would be legendary.  Too many other good opportunities out there to even think about this.",
Is there an investigative authority similar to SEC in Canada that is or should be investigating Aphria?  Seems like they should be investigated and if the short fund reports are true people should go to jail.  Any status on an investigation?,
"Brazen, indeed.  Is it legal to short a company that I am convinced is a scam? It’s too bad because Aphria does have good assets and market share. This Vic guy is shady and as a result, I don’t see why there are any investors left with trust in this company. For example, APHA skyrockets after its “shell game” is exposed, yet companies like HEXO stagnate while doing well.Baffling.",
"So we have a C$80mm company that 1. Has one shop in Vegas,2. Is planning (emphasis on planning) to roll out a consumer‐focused line of CBD products focused on topicals and balms,3. Is in the process of acquiring:Nevada organic remedies for $56mm (completed Sept '18), Avitas CBD water for less than $1mm (announcd in March '18 no expected completion date), Just Healthy for $4mm (announced this month, trying to close Jan '19 - owns provisional certificates of registration for a dispensary (expandable to 3) and cultivation/processing site in Northampton MA. Wellness Orchards of Nevada LLC & Panorama WON LLC for $13mm (announced this month, - a cultivation facility),A 2,693 sqft marijuana dispensary facility located in Henderson, NV (under option, paid with a loan)4. Is run by apparel retailers5. Has not raised capital since the IPO (according to any public records and Bloomberg)bidding over $2B for Aphria - a company that helped capitalize them and has overlap at the senior level.Somehow this makes sense to anyone?  Yeah, have fun with that.Disclosure, no position, just amused.",
Was Vic neufeld forced to step down. Either way the ceo and chairman of the board should be two different people so good on aphria,
Negative information will hurt this company. Earnings better make up for it.,
"I guess Zeppelin's don't know how to read:The Aphria Board of Directors has established an independent committee of directors to consider this proposal and any formal offer received.  As previously disclosed, Aphria holds a passive investment in Green Acre Capital Fund II, which we understand has invested in numerous emerging cannabis companies, including GGB.  The independent committee is comprised of directors with no relationship to Green Acre Capital Fund II or GGB.  Aphria will continue on the execution of its current corporate strategy, including its international expansion plan, and the growth of its unique assets.",
The whole APHRIA management team should be put in jail for fraud. When the house of cards starts falling as it has already it’s only s matter of time before the cards hit the floor and these clowns are not going to be able to hide their illegal activities for much longer.,
A disection of Aphria's Canadian assets and financials would seem in order given the author's attention to this information outside of Canada. What am I missing why this is apparently not relevant?,
"Didn't work very well for Ford, Windstar/Freestar and before long, no Star ha.However it makes me wonder why the author of this article keeps leaving out the value of Aphria assets that are indisputably producing in Canada. if the author can travel and interview in the Latin area why not the same in Canada? A statement from an unnamed employee is it on Aphria Canadian grow assets cleanliness with no health citations or other documentation the author seems pretty adept at gathering in Latin America?",
Congratulations on once again revealing the depths of executive mischief at Aphria.  Lax  Canadian Accounting Standards and toothless Securities Regulation have created an atmosphere where corporate corruption flourishes.  The people casting stones at you are misguided masochists with closed minds.,
It's fun to watch clowns fight...,
I just don't understand how these short sellers are not going to prison for speculating. This shenaniganburg company is literally market speculating and shitting bricks right now.,
"Serious question about shorting APHA. Suppose this takeover takes place. Will I be forced out of my short position. After all if I am shorting a NYSE listed stock and it gets exchanged with a canadian listed stock, will my brokerage be able to keep the short position?",
"First off , The Author states "" Our Nuuvera report was in Late March , *** Well after many of the suspicious LATAM shell entities had already been established ***  "" ....LATAM assets presented in "" July ""  , and closed in Sept. , Right ????? .I Maybe wrong here ??? ...",
Can’t wait for the movie version on Netflix. Great stuff.,
Why do you worry about offer. Oh I get it. Any offer makes you worry. Don’t you think this period will be full of short crushing M&A. Da,
Wouldn’t go near this company. I can smell the shit from here in Austin. Beware until ceo in jail,
GGB has raised substantial capital since 9/30!,
"Shorters nightmare about to show its face. If you had done your homework on where the industry was at, core business asset value and just overall industry opportunity and growth you wouldn’t lose so terribly.",
What shenanigans ? It is almost like the bashers here have never been involved in business at the corporate level and know nothing of how it works. If you swallow the kool-aid in Herr Hindenberg's report then I have a few warehouses of sky hooks that I am prepared to sell at a deep discount.,
"Neufeld has stake in GGB, recently steps down as head of aphria, etc. good work hinderberg. This sector needs more transparency as its quite literally a wild west game. Pump and dump ruling the day. There are some gems to be had (aurura, cgc,) but aphria is a joke. Sell and do more dd.All u touting aph need to WTFU!",
I find it comical and sad at the same time that people still defend APHA regardless of how much evidence is presented they're so bias/blind that they do not see it or simply ignore it. Mind boggling really.,
"Being short APHA at this time is like being caught up a creek without a paddle, eh!",
"Wow, would be hard to make this up even if one tried! Absolutely incredible!",
Great article it puts everything into perspective Thanks Hindenburg for your research after your first article came out sold my substantial positions in APHRIA and LHSIF and saved a ton of money. Reinvested in CGC and CRONOS APHRIA management is desperate and trying to bailout but its too late.What all these shenanigans do is to move investors to solid companies with a great future.,
"This post is entirely my opinion, but it sounds like a lot of self-comforting long talk on here. I was reading through the report yesterday from Scotiabank, I'm still not convinced. Throw Neufeld's shuffling around into the mix, and the offer does not appear to have been genuine and might have served to get insiders out a a better price at, as usual, the expense of small investors. This company stinks to high heaven. Why gamble on it when there are thousands of other reputable companies to consider?",
Desperation has reared its ugly head once again. Innuendo is no way to make an informed decision. Too much nonsense in this report that is twisted nefariously in yet another easily debunked attack. You should spend more time defending your lawsuits.,
I'm out...apha management could have easily rebutted the interlocking accusations weeks ago. That they didn't is all you need to know. Where do I go to join in the law suits?,
"The Billionaire owner of Green Growth commented on the bid and he sounded dead serious about it, I don't think it was orchestratedIf it was, I would think they would make the bid a lot higher than it was.Aphria has real, valuable assets",
"Buy low, sell high. This is the time to add up Aphria, since it is a real bargain. I have all the patience to wait & see the next genuine off for Aphria！",
Its a Travishamockery.......,
i find it remarkable the commenters continue to have blinders on here.  Shell game is an understatement in this company...,
LOL Someone is getting nervous Long on the long 😁,
Garbage repost from hinderberg.Seeking alpha reposting crap now,
"Except the offer was declined, hence it being called “hostile”. Pretty common for people to be advisors is another thing you happen to forget to point out. How’s that short coming along? Must be sweating Jan 11th is coming soon.",The Latest Act In The Aphria Circus: A Very Obviously Related-Party 'Hostile' Takeover Offer
"Except the offer was declined, hence it being called “hostile”. Pretty common for people to be advisors is another thing you happen to forget to point out. How’s that short coming along? Must be sweating Jan 11th is coming soon.",Chesapeake Energy: Getting Interesting
"Author’s reply »
agreed !",
"Good write up. Also ZEUS trades at about 50% of book, with a current ratio of 4, a current assets of almost $600M - with a market cap of only $156M! ZEUS needs to buy back its own stock...ESP",Olympic Steel Inc.: Strong Outlook Amid High U.S. Industrial Demand
"Good write up. Also ZEUS trades at about 50% of book, with a current ratio of 4, a current assets of almost $600M - with a market cap of only $156M! ZEUS needs to buy back its own stock...ESP",Alibaba: The Christmas Rout Brought A Risk/Reward Gift For Bold Investors
"Good write up. Also ZEUS trades at about 50% of book, with a current ratio of 4, a current assets of almost $600M - with a market cap of only $156M! ZEUS needs to buy back its own stock...ESP",This Is Why Netflix May Report Strong Subscriber Growth
"Good write up. Also ZEUS trades at about 50% of book, with a current ratio of 4, a current assets of almost $600M - with a market cap of only $156M! ZEUS needs to buy back its own stock...ESP","Tesla Stock: Irrational Exuberance With Staying Power, For Now"
"Author’s reply »
For full disclosure: Added $WNC shares yesterday (slightly below $13 per share). William",Wabash National: A Shareholder-Friendly Company That Is Worth A Look
"Author’s reply »
I do think it's a riskier stock but their's potential for significant capital gains due to company growth.",
I think that it’s a risky stock until we will know the destiny of ACA...  do you agree?,Centene Corporation: An Undervalued Growth Stock
Who do you think would buy them? Disney by any chance?,
"Author’s reply »
Thanks, RS. I too noticed the odd dividend payments. Like you say, the quote systems at different sites are probably set to read different values in the dividend process. I think you're correct on what SA was probably doing.",
"Author’s reply »
Thanks for the comments. At the time, the dividend growth over 5 years was listed on SA at 4.99%; now it is listed at 15%. I did my own calculation and came up with numbers close to both of yours (I think mine almost hit 10.06%). Not sure as to how the SA tool calculates it. Thanks for mentioning it. At least it doesn't change the thesis, meaning the current yield and demonstrated dividend growth are a good indicator of the managerial commitment to shareholder value and growth of the business.",
"By my calculations HAS has increased the dividend over the last five years at an annual growth rate of 9.5%.  The lowest increase during this period was 7%, and the highest was just under 12%.Long HAS.","Hasbro Thesis: Yield, Brand Equity, And Content Make Stock Attractive"
"By my calculations HAS has increased the dividend over the last five years at an annual growth rate of 9.5%.  The lowest increase during this period was 7%, and the highest was just under 12%.Long HAS.",Airline Stocks Are Set To Fly High
"By my calculations HAS has increased the dividend over the last five years at an annual growth rate of 9.5%.  The lowest increase during this period was 7%, and the highest was just under 12%.Long HAS.",
@Hervé Blandin let's see if the @part even works......some bugs in the system today.,
"@Hervé Blandin Really impressed how the NVA shares have been acting these last couple of days.Maybe it was this article that got some off the fence in Canada to buy this stock.But at a 50% discount to the C$8.10 per Subscription Receipt for the Cenovus Pipestoneacquisition, I thought that today was a good a time as any to get on board with 1000 shareseach of NuVista (NUVSF) and Kelt (KELTF). Will probably be the only shares traded today. NuVista Announces Acquisition of Premium Pipestone Asset, $419 Million Equity Offering and Growth Plan to Over 110,000 Boe/dwww.nuvistaenergy.com/...",
"Too bad you cannot post pictures like on Chat here in the comments section.From smallest holding to largest holding last.ATUUF, ATHOF, PBA, CPG, CRLFF, SVRGF, ZPTAF, SPGYF, BNEFF, YGRAF, BTE, MDLNF, JRNGF, ECA, PARXF, VET, CVE, GENGF",
